Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
El Salvador,SLV,1992,74.59783936,70.02895753,14510,12.96503235,28.37837838,0.269369343,0.127936628,0.187296452,3318.635,0.614524369,0,0,93.70165746,3109.616,0,0,0,0,0.263348136,17.76061776,3680,0,0,6.065605663,2835.07,53.4,5.337880288,1408.5656,0.002973746,80.00248,1.373641109,0,5400331,0,67.97595215,75.86062133,61.68876525,0,0,0,1.000049949,0,0,8044.88808,0,0,2717177,50.315,2.414517208,0
Algeria,DZA,1992,98.48365784,16.31790204,388650,11.20015268,3.174989713,0.866159121,0.300375211,0.439742803,80138.618,2.948322021,39.87828315,31957.905,35.81495378,28701.609,2.969708063,2379.883,0,0,0.062495706,0.692518915,16494,0,0,16.06190827,37487.3,47.2,0.980363594,4297.902,-37.94226846,206.678,2.332887285,0,27181094,9.2,79.4176712,1.088264246,0.289771221,0,0,0,0.842630029,0,0,121636.28,0,0,14584560,53.657,3.808587158,0
Haiti,HTI,1992,28.94602776,57.14804064,15750,34.2204798,28.30188679,0,0,0,909.416,0.123110746,0,0,81.4516129,740.734,7.661290323,69.673,0,0,-0.097469269,4.15820029,1146,0,0,10.74131066,3663.09,136.7,18.97179362,1083.0439,-1.111,3.95556,1.96288473,0,7386975,0,0,75.88652482,83.42712044,0,0,0,0,0,0,5786.08946,0,0,2275188,30.8,5.798464675,0
Isle of Man,IMN,1992,100,70.87719298,404,0,34.56140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.070175439,34.6,0,0,0,0,0,0,0,0,0,0.547013365,0,69475,0,0,0,0,0,0,0,0,0,0,0,0,0,35956,51.754,0.563381772,0
Gabon,GAB,1992,66.79550171,20.02561416,51600,8.25138827,1.144875228,0.45307298,0.258291282,0.378132843,4932.115,4.909159769,4.014869888,198.018,21.04089219,1037.761,0,0,0,0,2.269871503,85.38052548,220000,0,0,6.006612045,3687.44,90.7,25.66888636,385.9996,31.02482661,5373.0027,2.668272005,0,1004676,0,59.70085907,72.50755287,74.78172263,0,0,0,0,0,0,14096.5123,0,0,720845,71.749,4.478381442,0
Kuwait,KWT,1992,100,7.912457912,1410,0,0.224466891,0.48090495,0.246179177,0.360400983,21085.25,0,35.35652174,7455.011,58.83478261,12405.461,0,0,0,0,0.177757141,0.209315376,37.3,0,0,6.720109222,5784.39,16,27.38257211,754.6113,62.30851957,427.11,0,0,0,0,55.78192139,0,0.167661774,0,0,0,0.994809985,0,0,37631.0113,0,0,0,98.002,0,0
Tonga,TON,1992,79.39687347,44.44444444,320,32.78560674,22.22222222,0.269755986,0.192029596,0.281127169,69.673,0.729590768,0,0,100,69.673,0,0,0,0,0.893024884,12.5,90,0,0,3.97284234,58.7903,20.6,12.08929446,21.628173,-1.111,3.95556,0.170833615,0,95496,0,0,0,1.568700273,0,0,0,0,0,0,142.691733,0,0,21743,22.768,0.313234399,0
Armenia,ARM,1992,98.02389526,41.09589041,11700,28.48576679,14.85774499,1.783365399,0.85628534,1.25358319,5826.863,1.692473009,59.72309629,3479.983,30.45940843,1774.828,6.419131529,374.034,0,0,0.188593629,11.75272216,3346,0,0,-9.844966606,2605.21,45,-19.29296974,649.7631,3.010480229,119.521,-1.79741315,0,3442810,0,0,33.8071968,6.677678941,0,0,0,0,0,0,14512.5941,0,0,2302482,66.878,-2.20331756,0
Barbados,BRB,1992,0,44.18604651,190,3.447126967,37.20930233,0.299870942,0.291488624,0.426733032,979.089,3.734358313,4.119850187,40.337,86.89138577,850.744,0,0,0,0,0.740683787,14.65116279,63,0,0,-2.129545402,125.88,16.4,0.691813029,70.432,0,-9.95E-14,0.347305487,0,262184,0,0,0,16.98044176,0,0,0,0,0,0,1236.772,0,0,96072,36.643,-0.638104666,0
Switzerland,CHE,1992,100,40.38048015,15962,1.865249352,10.27347011,0.099996089,0.133538102,0.220509605,42793.89,6.224236273,10.30848329,4411.401,82.84490146,35452.556,1.893744644,810.407,0,0,0.415168502,29.33542462,11596,0,0,-2.671375149,5749.27,7.5,-1.707622766,2829.8629,-28.80225326,2058.9,1.102521072,0,6875364,0,55.17293167,56.909384,17.29862548,0,0,0,0.972360015,0,0,57505.9329,0,0,5075050,73.815,1.029388204,0
Samoa,WSM,1992,79.86878967,18.3745583,520,0,6.007067138,0.29683804,0.189839067,0.277920282,110.01,0.664431962,0,0,100,110.01,0,0,0,0,3.779202616,48.83392226,1382,0,0,-2.414559065,111.587,28.6,-0.754169557,34.14526,-5.00E-13,4,0.9064331,0,165570,0,0,41.66666667,45.70142711,0,0,0,0,0,0,292.98726,0,0,35197,21.258,1.180334076,0
Eritrea,ERI,1992,20.18178749,0,0,27.3517172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16210,0,0,4.730627128,2168.5,137.5,2.157310401,1052.8313,0,-2.27E-13,-0.279064185,0,3118582,0,0,0,89.82007496,0,0,0,0,0,0,3688.5283,0,0,632885,20.294,3.25161402,0
Eswatini,SWZ,1992,1.448824644,71.10465116,12230,7.719655179,10.40697674,0.1072778,0.05425617,0.079429858,264.024,0.291406283,0,0,0,0,100,264.024,0,0,6.79553345,27.97674419,4812,0,0,6.837961044,1211.66,71.6,4.043122075,565.7531,1.851666667,122.222,2.278548078,0,906034,0,60.44620895,48.68735084,92.26300469,0,0,0,0,0,0,2288.6681,0,0,190430,21.018,4.253449995,0
Niger,NER,1992,4.4,27.63085182,350000,38.75356808,10.25262493,0.23848677,0.101971696,0.149284354,700.397,0.081923297,0,0,70.15706806,491.378,27.7486911,194.351,0,0,2.404708262,1.438067419,18216,0,0,10.16870148,4916.08,311.6,12.34949304,2055.1822,0,4.44444,3.286961306,0,8549424,41,18.13286972,0,0,0,0,0,0.538640022,0,0,7576.52064,0,0,1327640,15.529,3.803458912,0
Curacao,CUW,1992,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340600021,0,143912,0,0,0,0,0,0,0,0,0,0,0,0,0,122964,85.444,0.24264149,0
Cambodia,KHM,1992,0.477305949,25.57783821,45150,0,20.96079764,0,0,0,1349.456,0.140254164,0,0,100,1349.456,0,0,0,0,0,71.74484478,126644,0,0,1.190153284,15295.6,116.3,27.34404899,4951.32,0,1.82E-12,3.538760488,0,9621504,0,0,0,0,0,0,0,0,0,0,20825.936,0,0,1561955,16.234,5.699419122,0
Middle East & North Africa (IDA & IBRD countries),TMN,1992,86.51225262,24.40703086,2108259.8,14.85556257,6.099614259,0.910894799,0.318962873,0.466954737,603115.157,2.545873998,20.06675949,121344.1153,64.97923646,391899.624,2.20525199,16654.76187,0,0,1.186328934,2.159881082,186568.8,0,0,1.862320497,185166.081,63.87699335,7.990616171,69365.19576,2.581374248,9071.85531,2.326271536,0,236899060,0,77.62628174,11.79674805,3.72029682,0,0,0,0.82407,0,0,884903.4039,0,0,123701095,52.21679477,3.0732316,0
Hungary,HUN,1992,100,68.27639924,61360,0,52.76510515,0.678503429,0.396493066,0.706550447,60395.49,5.824428958,29.4656952,17795.951,34.67516697,20942.237,34.01942927,20546.201,0,0,3.819670705,20.29820852,18242,0,0,-12.06482116,8853.05,15.7,-45.43378995,5904.973,-29.58253291,1046.174,-0.039136583,0,10369341,0,85.1028595,0.643837778,4.886103146,0,0,0,1.00169003,0,0,79814.797,0,0,6800940,65.587,-0.231053829,0
Mozambique,MOZ,1992,0.029886074,60.72127979,477500,31.51083245,4.476207432,0.441224994,0.201547393,0.295061018,1004.758,0.071405124,0,0,82.84671533,832.409,15.69343066,157.681,0,0,1.10423654,54.60464407,429400,0,0,29.4525024,15253,232.3,41.20780957,14995.103,25.9416198,21890.9378,3.465318123,0,14071231,0,25.50901031,78.125,93.11869675,0,0,0,0.712580025,0,0,53298.3008,0,0,3655706,25.98,5.381183886,0
South Sudan,SSD,1992,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,-1.867585588,0,5599814,0,0,0,0,0,0,0,0,0,0,0,0,0,835044,14.912,3.916083786,0
Vanuatu,VUT,1992,10.14677811,12.87940935,1570,16.19981116,1.640689089,0.156660148,0.157604429,0.230729471,62.339,0.401557558,0,0,100,62.339,0,0,0,0,13.48656316,36.09515997,4400,0,0,9.746762684,234.846,32.9,9.063294923,104.07041,-50,-1.42E-14,2.918307489,0,155243,0,83.71753693,0,26.95428989,0,0,0,0,0,0,404.75851,0,0,29939,19.285,4.418307044,0
Sierra Leone,SLE,1992,7.959536552,38.99972291,28150,35.88728794,6.733167082,0.300872245,0.100079572,0.146514326,447.374,0.103287857,0,0,100,447.374,0,0,0,0,-0.82339219,42.65447492,30788,0,0,-6.030618839,2733.87,259.8,-9.072003415,1082.9819,-6.428840929,4373.0392,-0.13628546,0,4331332,0,0,0,90.21561125,0,0,0,0,0,0,8799.0731,0,0,1460525,33.72,0.563092812,0
"Congo, Rep.",COG,1992,1.627603769,30.81991215,105250,11.52756311,1.40556369,0.183958953,0.097093165,0.14214229,1279.783,0.49661064,8.022922636,102.676,74.21203438,949.753,0,0,0,0,0.093379631,66.44802343,226920,0,0,21.94879208,8773.24,93.6,23.77573556,5386.064,31.15252735,65240.90719,2.724480371,0,2577035,0,61.58240891,99.06542056,67.60286909,0,0,0,0.887700021,0,0,81648.22119,0,0,1421544,55.162,3.486930219,0
Cote d'Ivoire,CIV,1992,38.91461563,60.37735849,192000,34.00968692,8.176100629,0.23125691,0.10485069,0.153499139,4099.706,0.311456361,0,0,93.82826476,3846.683,0,0,0,0,-2.069713043,32.21132075,102432,0,0,-6.046335479,11411.8,153,-5.336040758,7211.561,-6.640255328,120867.82,3.502159226,0,13163019,0,41.1637001,56.64864865,74.55874065,0,0,0,0,0,0,142539.491,0,0,5276791,40.088,4.434444587,0
Seychelles,SYC,1992,90.49301147,8.695652174,40,3.82676031,2.173913043,0.298536156,0.158387927,0.231876495,172.349,2.435580741,0,0,100,172.349,0,0,0,0,2.07855958,88.41304348,406.7,0,0,3.897577,18.5026,15.6,1.948108778,13.361155,-275,2.49E-14,0.458917818,0,70763,0,97.71772003,0,3.335618269,0,0,0,0.999459982,0,0,385.880755,0,0,34930,49.362,0.571339893,0
Luxembourg,LUX,1992,100,0,0,0,0,0.379660011,0.434376482,0.797898328,10571.961,26.95725378,10.09365245,1067.097,50.84980923,5375.822,36.21227888,3828.348,0,0,0,0,870,0,0,19.97141034,1174.97,7.7,18.01206371,468.8316,2.709142128,7.3284,1.328347571,0,392175,0,0,12.42424242,2.012050464,0,0,0,0,0,0,13533.83,0,0,319732,81.528,1.817614994,0
Zambia,ZMB,1992,19.2,28.33640485,210650,21.26754851,3.738280041,0.298163694,0.13304065,0.194768629,2456.89,0.290677954,0,0,57.46268657,1411.795,35.52238806,872.746,0,0,1.414239664,70.57775865,524668,0,0,41.53774301,41214.8,186.2,37.47908681,48144.86,30.36803167,185840.2811,2.546781678,0,8452275,21.2,0,99.07252547,82.70677677,0,0,0,0,0,0,278259.6711,0,0,3255309,38.514,1.321004791,0
Finland,FIN,1992,100,7.900784661,24065,4.274501485,7.499917922,0.312305467,0.362106459,0.545403871,47472.982,9.415521088,11.54024409,5478.498,47.45867449,22530.048,39.8115248,18899.718,0,0,0.351936245,72.19212712,219890,0,0,-3.666348847,9699.45,6.1,-15.25572352,6621.011,4.170155753,655.57551,0.561909851,0,5041992,0,96.59803009,34.75097445,25.1233986,0,0,0,1.106099963,0,0,71840.83651,0,0,4040047,80.128,0.918226849,0
Uzbekistan,UZB,1992,98.73130798,65.1716032,277240,35.13918535,10.51716032,6.184779189,2.008855468,2.940920893,111806.83,5.212682643,68.78648737,76907.991,19.90488685,22255.023,8.674975402,9699.215,0,0,0.069544805,7.23648331,30784,0,0,-0.652590938,32730.6,71.6,-16.44390733,9345.012,-0.671919021,1087.42913,2.344391704,0,21449000,0,0,12.33721593,1.388622899,0,0,0,0,0,0,162670.0411,0,0,9074643,42.308,3.466287448,0
Cayman Islands,CYM,1992,100,11.25,27,0,0.833333333,0,0,0,311.695,11.37406948,0,0,100,311.695,0,0,0,0,0,52.91666667,127,0,0,3.605375659,18.2246,0,11.0353376,7.692154,-1.75E-12,4,4.443351723,0,27404,0,0,0,0,0,0,0,0,0,0,0,0,0,27404,100,4.443351723,0
Mali,MLI,1992,0.130867511,26.42211459,322400,36.99633281,1.772674747,0.100708016,0.038108545,0.055790084,443.707,0.050033135,0,0,97.52066116,432.706,0,0,0,0,-0.772766547,5.353264656,65320,0,0,-0.316232082,9409.42,246,-3.176844524,5590.447,-6.607486893,14193.57,2.462903395,0,8868263,0,0,75.81227437,87.97736685,0,0,0,0.572780013,0,0,29573.934,0,0,2144878,24.186,4.277811631,0
Timor-Leste,TLS,1992,0.465930611,22.19233356,3300,0,8.069939475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.45662408,9436,0,0,11.76131958,380.516,158.8,17.71338523,131.29771,-100,0,3.592799686,0,805435,0,0,0,0,0,0,0,0,0,0,512.89364,0,0,173491,21.54,5.113221907,0
United Arab Emirates,ARE,1992,100,4.055023923,3390,1.378621078,0.454545455,0.443502945,0.271513153,0.397489375,58136.618,27.86136845,58.53412388,34029.76,35.41692948,20590.205,0,0,0,0,0.239162943,3.086124402,2580,0,0,10.96060562,15097.3,15,11.92733227,1178.2325,5.551615839,892.96667,5.750789694,0,2086639,0,94.51808167,0,0.188369133,0,0,0,1.036640048,0,0,78759.69917,0,0,1643437,78.76,5.565577235,0
Belgium,BEL,1992,100,0,0,0,0,0.328195006,0.354509591,0.547749683,111968.178,11.14648251,18.51051287,20725.884,47.85812537,53585.871,30.03537041,33630.057,0,0,0,0,6670,0,0,-1.182804339,12297.8,9.2,6.613170827,10478,10.89896759,538.379,0.405713496,0,10045158,0,0,0.864024646,1.194333201,0,0,0,1.017099977,0,0,141130.179,0,0,9697796,96.542,0.489648012,0
"Bahamas, The",BHS,1992,91.8292923,1.198801199,120,2.663010614,0.799200799,0.25581688,0.244936419,0.358581613,1793.163,6.737820046,0,0,99.59100204,1785.829,0.204498978,3.667,0,0,0.009649405,51.44855145,5150,0,0,4.970309628,148.491,21.5,-5.810866278,56.19773,0,120,1.903518831,0,266134,0,0,0,0,0,0,0,1.014940023,0,0,3078.14873,0,0,213687,80.293,2.185276963,0
Saudi Arabia,SAU,1992,0,57.56457908,1237460,5.606803839,1.697919235,0.812287595,0.34442758,0.504234517,285534.622,16.43002278,39.78886806,113610.994,57.34466905,163738.884,0,0,0,0,-0.057578639,0.454484135,9770,0,0,20.89250944,37189.8,37.9,11.77749163,7157.931,-8.97654866,2221.02,2.984477314,0,17378833,0,0,0,0.022179598,0,0,0,0,0,0,0,0,0,13529595,77.851,3.794412425,0
"Congo, Dem. Rep.",COD,1992,1.183003187,11.46864868,260000,49.15254237,2.955382546,0.141385861,0.07157658,0.104786563,2816.256,0.075409546,0,0,96.875,2728.248,0,0,0,0,-0.008872851,70.46170133,1597402,0,0,45.22953645,142818,182.2,38.70266771,120900,31.13173135,1557876.44,3.907958405,0,37346147,0,48.65964127,99.6871398,95.87523399,0,0,0,0.698469996,0,0,1824184.38,0,0,11766277,31.506,5.311139065,0
Uruguay,URY,1992,96.70998383,85.27596846,149250,8.815643711,7.239172666,0.216322792,0.15117938,0.221323338,5170.47,1.638893071,0,0,95.10638298,4917.447,0.070921986,3.667,0,0,0.087745183,5.211861502,9121.8,0,0,11.60099288,17579.5,21.8,8.22219378,6552.935,-0.082154942,403.673,0.72547939,0,3154855,0,92.7411499,89.76289471,43.39971214,0,0,0,0,0,0,29392.818,0,0,2827602,89.627,1.086514235,0
Nepal,NPL,1992,0.458564401,29.07832168,41582,42.66526274,16.27482517,0.179482326,0.053518393,0.078349768,1331.121,0.067317505,0,0,68.87052342,916.75,22.58953168,300.694,0,0,0,32.4027972,46336,0,0,-6.57063843,18952.8,126.5,0.731124136,3617.576,1.11E-12,180.3249,2.710232046,0,19773772,0,57.59571075,94.69525959,94.16105031,0,0,0,0.610949993,0,0,24131.4709,0,0,1894723,9.582,6.996151818,0
Kenya,KEN,1992,5.910881042,47.56650385,270720,24.78128722,9.298239449,0.252987044,0.098839285,0.144698573,5540.837,0.22195351,0,0,78.8219722,4367.397,7.610853739,421.705,0,0,0.077512889,7.890150051,44906,0,0,0.338019022,20393,109.2,-1.841848726,9114.589,11.111,2222.22,3.192368462,0,24963953,0,0,95.71303587,79.44379516,0,0,0,0,0,0,39012.029,0,0,4329249,17.342,4.931546248,0
North America,NAC,1992,100,27.0232987,4932433,0,12.58140246,0.51527759,0.512811316,0.751118008,5350974.408,18.7692773,22.51388409,1205232.447,41.1975132,2204468.388,35.3132898,1890421.151,0,0,0.344754274,35.65792559,6508470,0,0,-1.147800229,706618.8345,10.3,1.998411908,385494.2251,-21.01459474,169102.8556,1.379917322,0,285092192,0,0,17.0180195,6.662215109,0,0,0,0.99319,0,0,6756637.7,0,0,217185917,76.18094154,1.891880535,0
Papua New Guinea,PNG,1992,6.607656002,1.958662721,8870,24.47312337,0.423972089,0.256048277,0.160838882,0.235464639,2053.52,0.452763961,7.321428571,150.347,92.67857143,1903.173,0.178571429,3.667,0,0,2.382370152,74.24281235,336216,0,0,102.3490348,4905.75,85,114.5243479,4138.407,98.01879305,44748.512,2.51199592,0,4535520,0,42.93888092,33.09352518,71.60828295,0,0,0,0.820890009,0,0,56368.479,0,0,663501,14.629,1.241737684,0
Belize,BLZ,1992,88.41403961,5.962297238,1360,15.96142591,2.455063569,0.537719655,0.296558513,0.434155239,355.699,1.830508911,0,0,100,355.699,0,0,0,0,3.010193557,69.47303814,15846.8,0,0,7.603544199,182.77,34.1,3.368893477,134.08833,-2.44E-13,40,1.655794971,0,194317,5.4,93.92243958,0,36.28913576,0,0,0,0,0,0,632.68533,0,0,91444,47.059,1.206895078,0
Bhutan,BTN,1992,1.834139943,10.78697858,5040,33.42482401,2.889369261,0.489784742,0.166239311,0.24337075,216.353,0.407042002,0,0,35.59322034,77.007,37.28813559,80.674,0,0,3.98733E-06,54.07550885,25265.7,0,0,30.1322608,1195.84,116.8,-2.12844533,174.98973,0,2.27E-13,-1.07765854,0,531525,0,0,99.93606138,95.28749205,0,0,0,0,0,0,1594.97773,0,0,95473,17.962,3.485081701,0
Azerbaijan,AZE,1992,96.45671844,53.42898687,44462,26.05962532,20.4825937,3.277604308,1.200632997,1.757700701,56240.779,7.61863709,40.21646997,22618.056,55.56497359,31250.174,0.117363239,66.006,0,0,0,10.2839564,8558,0,0,-8.407732251,10495.1,95.9,-16.23880736,2232.9176,-19.06484422,203.152,1.515077094,0,7382000,0,0,8.83975105,1.217250557,0,0,0,0.983900011,0,0,0,0,0,3922204,53.132,0.93518797,0
Caribbean small states,CSS,1992,80.79429208,6.495492158,26297,5.976254928,2.019760405,0.913361898,0.587911837,0.860690195,33945.419,5.542774357,32.87242087,0,56.19531166,19075.734,0.529329156,0,0,0,3.293413218,86.20056811,348983,0,0,10.09346528,7866.7388,33.9299282,2.652191217,4040.664651,0.178442205,20441.10138,0.890596099,0,6124265,0,93.19004822,2.372794488,10.34423691,0,0,0,1.01448,0,0,44209.3092,0,0,3008211,49.11953752,1.191234655,0
Norway,NOR,1992,100,2.746101932,10030,2.62774369,2.403865898,0.117279102,0.165093028,0.362653752,32009.243,7.467626804,23.16416543,7414.674,63.71863902,20395.854,9.096116394,2911.598,0,0,-0.510642626,33.20565648,121282,0,0,4.657647786,14899.9,7.2,-11.1115483,4902.247,-33.98129129,6423.65,0.577180268,0,4286401,0,101.1968994,99.81726894,61.37896386,0,0,0,1.007969975,0,0,64336.797,0,0,3114713,72.665,1.129151062,0
Central Europe and the Baltics,CEB,1992,100,57.25392674,560840,0,40.40871161,1.237266461,0.726027456,1.214950551,869420.031,7.903413521,15.50066851,134765.917,20.00354291,173914.809,62.42487125,542734.335,0,0,1.350269375,32.04927706,354124,0,0,-10.78575298,195500.8,18.24239972,-20.31526301,82527.7939,-4.649993992,55061.75812,-0.258235426,0,110005636,0,90.79360199,7.575046483,5.380893478,0,0,0,1.01124,0,0,1174876.552,0,0,67876931,61.70314006,-0.123569564,0
Ireland,IRL,1992,100,64.05864422,44130,0,14.55944259,0.353537655,0.390805891,0.577146704,31033.821,8.721211602,14.01394305,4349.062,42.39631336,13157.196,41.01382488,12728.157,0,0,2.575140309,7.243286399,4989.9,0,0,1.710577491,14121.7,8.1,-2.102173568,8416.562,-2.054221563,10303.7,0.682256778,0,3558430,0,98.66773224,5.209125475,2.158728425,0,0,0,1.042369962,0,0,65914.962,0,0,2038731,57.293,1.066969372,0
Panama,PAN,1992,74.21954346,28.92117299,21500,6.919693263,6.725854183,0.357383196,0.184786687,0.270523708,4246.386,1.648430252,2.677029361,113.677,91.27806563,3876.019,3.022452504,128.345,0,0,1.796741263,67.33118106,50054,0,0,2.782361884,2846.28,29.3,6.562010561,1090.4498,0,400,2.072438872,0,2576018,0,0,66.72407854,40.21691841,0,0,0,0,0,0,8021.8998,0,0,1432498,55.609,3.616449731,0
Sub-Saharan Africa (excluding high income),SSA,1992,18.35539095,42.25159484,9978530,21.29870982,6.853600072,0.698370539,0.343263705,0.502530629,437313.2639,0.807902026,3.352050077,20876.57679,28.6171097,126419.3776,64.56343619,0,0,0,0.521708924,29.22720823,6918779.6,0,0,12.33579592,719471.3871,177.0949198,13.89053645,505894.1139,22.88972502,2311745.213,2.804472103,0,541294922,0,53.7427597,20.03376977,72.43650445,0,0,0,0.82713,0,0,3986775.136,0,0,153376749,28.33515411,4.524206535,0
Djibouti,DJI,1992,59.1294632,59.14581536,13710,0,0.043140638,0,0,0,311.695,0.506776641,0,0,100,311.695,0,0,0,0,0.479043326,0.241587575,56,0,0,3.615678236,432.697,114.6,-0.158353521,186.65906,2.222,61.3332,1.343831245,0,615054,0,27.52529907,0,28.17450585,0,0,0,0.714789987,0,0,1767.07926,0,0,468431,76.161,1.405554976,0
"Micronesia, Fed. Sts.",FSM,1992,31.80541229,32.14285714,225,0,3.571428571,0.389547022,0.338056544,0.494907459,99.009,0.976294952,0,0,100,99.009,0,0,0,0,0,90.91428571,636.4,0,0,6.547869052,22.5776,54.6,6.258895942,6.850256,0,0,2.611380482,0,101413,0,0,0,1.461362285,0,0,0,0,0,0,49.427856,0,0,26049,25.686,2.35387237,0
India,IND,1992,46.58592224,60.97995755,1813050,26.97636011,54.72438694,1.405735342,0.429495301,0.628771818,699087.881,0.771602203,3.902057773,27278.813,26.92204802,188208.775,65.09863987,455096.702,0,0,0.097238944,21.60279027,642292,0,0,2.105687322,524521,119.2,6.642027301,180863.3,0.089360913,44802.3,2.002906432,0,906021106,52.8,0,20.75265214,57.23056748,0,0,0,0,0,0,1486420.6,0,0,235420524,25.984,2.798861113,0
Sri Lanka,LKA,1992,56.34087372,37.37840855,23440,26.12236113,14.43151013,0.230353113,0.075848747,0.111040923,5185.138,0.292274624,0,0,92.07920792,4774.434,0.070721358,3.667,0,0,1.26379157,36.12820922,22656,0,0,-5.019063583,10936.2,21.3,4.840158995,1844.6085,-0.101757049,872.5642,1.139482067,0,17740637,0,99.1651535,81.92090395,75.27713217,0,0,0,1.027130008,0,0,19141.6427,0,0,3282727,18.504,1.053038279,0
Europe & Central Asia (IDA & IBRD countries),TEC,1992,98.07541712,29.27612989,6700992,12.95797497,12.0062203,1.779233537,0.849661833,1.657622326,4133131.101,9.570874365,32.6699242,1333745.069,26.51436734,1099145.876,38.54911834,1625463.282,0,0,0.357310752,38.25909944,8795704.6,0,0,-8.628261209,1060931.44,44.02729379,-15.0384049,335145.5725,-7.202663214,439096.9676,0.393201678,0,431844672,0,96.1619873,15.70341235,4.479890692,0,0,0,0.97473,0,0,5819722.95,0,0,270749464,62.97778164,0.53025722,0
Kazakhstan,KAZ,1992,98.05994415,82.03244805,2214630,23.34162521,12.98477609,3.228744348,1.45727866,2.133424394,262043.82,15.9402826,13.01987126,34117.768,26.22865939,68730.581,59.53400504,156005.181,0,0,0.40149453,1.263325555,34106,0,0,-7.711867459,64059.5,52.6,-18.76949996,25617.346,-49.89804523,7844.877,-0.069353244,0,16439095,0,0,8.302197071,1.174517705,0,0,0,0,0,0,366068.723,0,0,9219538,56.083,-0.233253554,0
Lithuania,LTU,1992,100,54.06828334,33890,0,46.02744097,0,0,0,22148.68,5.985945298,25.94370861,5746.189,62.45033113,13831.924,8.245033113,1826.166,0,0,0,31.26994257,19600,0,0,-9.383258116,6889.02,17.8,-24.75998304,4346.293,0.282318525,5913.64,-0.108586325,0,3700114,0,0,1.676730645,4.609238189,0,0,0,0,0,0,38057.553,0,0,2496245,67.464,-0.195982483,0
Sint Maarten (Dutch part),SXM,1992,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
European Union,EUU,1992,100,48.69446161,1988824,2.346973669,28.2974136,0.329375274,0.329392023,0.516833761,3994290.751,8.313844472,17.05343019,682616.8108,41.21172951,1646116.3,39.00700755,1558640.222,0,0,0.835654622,35.28340043,1492851.9,0,0,-5.712300939,681839.214,10.7365532,-7.697600226,407560.0148,-1.667706507,176150.7862,0.305248648,0,480438474,0,96.87713623,12.92217011,6.615878787,0,0,0,1.01071,0,0,5399872.425,0,0,339830627,70.73343366,0.507127514,0
Andorra,AND,1992,100,48.93617021,230,0,2.127659574,0.201643121,0,0,407.037,6.912053389,0,0,100,407.037,0,0,0,0,0,34.04255319,160,0,0,0,0,7.5,0,0.01569282,0,0,3.837471871,0,58888,0,0,100,14.30875446,0,0,0,0,0,0,0,0,0,55546,94.324,3.620362941,0
