Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Middle East & North Africa,MEA,2004,93.34308801,34.76818369,3907471,5.995916724,4.852935942,0.815504222,0.346557039,0.400059591,1747453.845,5.108815409,34.24638274,603159.9513,54.82262583,958000.083,3.144155204,0,0,0,2.586250214,1.956763452,219913.6,0,0,56.26338695,384455.786,35.6,16.19232685,88039.25569,-54.03239539,13841.37933,1.94440769,0,342046777,0,88.81469727,4.07995246,2.479703356,0,0,0,0.92513,0,0,1768211.231,0,0,205086155,59.95851171,2.593978476,0
El Salvador,SLV,2004,87.357045,77.7027027,16100,5.727925913,33.49420849,0.384622128,0.182675791,0.211764643,6365.912,1.060848307,0,0,90.03456221,5731.521,0.057603687,3.667,0,0,2.646812423,15.13513514,3136,0,0,16.90011747,3124.67,26.4,4.774997624,1401.0388,696.5964943,637.278,0.488461427,0,6000775,0,0,54.64238116,47.38962809,0,0,0,0.970210016,0,0,11578.8968,0,0,3666894,61.107,1.386011946,0
OECD members,OED,2004,99.66116387,37.07298252,12760376,1.751899175,12.01368348,0.318080153,0.318854928,0.380580577,13171497.3,11.07141836,20.89918984,2753450.528,43.35332275,5710281.736,33.47186726,4408746.092,0,0,2.000661675,31.11190568,10708596.6,0,0,-10.14685566,1606315.335,10.70506992,-10.39394311,883044.9138,180.0108171,1495519.164,0.707328873,0,1189684724,0,97.93495178,15.10946855,7.866682751,0,0,0,0.99567,0,0,17649684.23,0,0,921145365,77.20852058,1.179612704,0
Low income,LIC,2004,20.70459888,38.15232979,5430126.1,25.75378191,8.123911533,0.728597191,0.270122035,0.313135615,201584.735,0.387938287,7.621402878,0,47.42768285,95606.96879,38.56602218,0,0,0,2.438602771,27.51202491,3915718,0,0,-3.272489623,399850.422,120.5,-18.77385939,236933.3317,46.4825164,2024358.804,2.797751818,0,519630935,0,51.26691818,56.89009819,72.35477749,0,0,0,0.80023,0,0,2865966.914,0,0,144519499,27.81195053,3.893847352,0
Panama,PAN,2004,83.68785095,30.0322841,22326,6.438375573,7.371536185,0.302686246,0.156505368,0.181426905,5804.861,1.775436063,0,0,90.90334807,5276.813,0.063171194,3.667,0,0,8.511739897,64.55474845,47990,0,0,15.80872661,3207.01,23.7,16.51453967,1192.2941,55.22625,620.905,1.863602493,0,3269541,0,93.41256714,66.01284499,33.37902219,0,0,0,1.005660057,0,0,10819.0091,0,0,2072464,63.387,2.331669612,0
Slovenia,SVN,2004,100,24.42899702,4920,2.282599211,8.738828203,0.371605959,0.303695903,0.346053192,15746.098,7.884828934,13.0647415,2057.187,44.41080578,6992.969,38.75174662,6101.888,0,0,2.213794501,61.61866931,12410,0,0,-1.984336269,2973.56,4.5,-11.77219489,1119.2612,-56.88480817,406.86,0.064066202,0,1997012,0,113.6188126,27.60133587,15.41055212,0,0,0,0.99454999,0,0,22064.4812,0,0,1024627,51.308,0.505556858,0
Cote d'Ivoire,CIV,2004,51.69551468,62.89308176,200000,23.58975972,8.805031447,0.349582008,0.158498678,0.183737625,7664.03,0.425832957,38.99521531,2988.605,56.79425837,4352.729,0,0,0,0,1.709389756,32.67169811,103896,0,0,-11.85061995,10706.8,132.7,-16.76093821,6341.205,-100,1.82E-12,1.784850869,0,17997738,0,0,33.66606171,75.51890533,0,0,0,0,0,0,22931.735,0,0,8066046,44.817,2.721904196,0
"Macao SAR, China",MAC,2004,100,0,0,0,0,0.112217089,0.059860332,0.069392347,1716.156,3.640142284,0,0,100,1716.156,0,0,0,0,7.288151565,0,0,0,0,43.27635096,121.722,0,21.12516328,11.124846,-396.4285714,1.47E-13,2.427341159,0,471453,0,96.43131256,0,23.49685268,0,0,0,0.937290013,0,0,0,0,0,471453,100,2.427341159,0
St. Vincent and the Grenadines,VCT,2004,85.20166779,25.64102564,100,5.202007645,12.82051282,0.354072492,0.22252848,0.257963377,220.02,2.026732007,0,0,100,220.02,0,0,0,0,12.58415684,66.66666667,260,0,0,17.73418075,34.9926,22.3,19.33711905,21.342353,0,1.62,0.192707601,0,108559,0,102.1983032,22.45236123,5.855931473,0,0,0,1.000139952,0,0,259.913953,0,0,50649,46.656,0.994085391,0
Czech Republic,CZE,2004,100,55.20320994,42650,2.305021741,41.62567952,0.676415604,0.472560656,0.550394567,116775.615,11.4518445,15.27398336,17836.288,18.44873607,21543.625,64.64123096,75485.195,0,0,5.390523702,34.23505048,26450,0,0,-32.30577842,12352.3,4.6,-31.65740124,6840.708,88.89800199,925.88129,0.030434848,0,10197101,0,99.77789307,3.271273422,7.114114965,0,0,0,1.005470037,0,0,152079.8893,0,0,7512306,73.671,-0.063182999,0
Chile,CHL,2004,97.87049103,21.43149185,159350,4.06381132,2.017398041,0.347964629,0.230165382,0.316289429,59775.767,3.742118302,26.86951721,16061.46,52.4446353,31349.183,17.21366787,10289.602,0,0,6.851351402,21.51945041,160004,0,0,48.01935188,17745.3,9.3,52.4194918,8068.37,95.72943292,1767.335,1.096755054,0,15973778,0.6,0,46.90087486,31.43409229,0,0,0,0.981599987,0,0,99878.505,0,0,13853259,86.725,1.165963956,0
Bermuda,BMU,2004,100,8,4,0.844158465,8,0.105465339,0.164958142,0.191225678,583.053,9.147364292,0,0,100,583.053,0,0,0,0,18.54303395,20,10,0,0,16.2496055,27.9943,0,9.247506206,15.512214,-100,3.91E-14,0.655349388,0,63740,0,95.39801025,0,0,0,0,0,1.108999968,0,0,591.967514,0,0,63740,100,0.65321131,0
Georgia,GEO,2004,98.97354126,35.861275,24920,16.39492064,6.504533026,0.524021805,0.230695053,0.267430376,4323.393,1.018467138,55.13146735,2383.55,35.8778626,1551.141,3.986429177,172.349,0,0,9.613620341,39.86357749,27701.2,0,0,-14.00790033,4329.9,26.5,-31.61745011,2002.3489,-82.37368021,37.0161,-1.302691682,0,4245000,0,93.35144043,87.36279607,54.53065395,0,0,0,0.980130017,0,0,10168.475,0,0,2259104,53.218,-0.578817246,0
IDA & IBRD total,IBT,2004,76.05702341,38.08236327,36411459.4,10.98766245,10.80321182,0.936066167,0.437093055,0.532165362,13810068.84,2.57602115,17.2745528,2455178.546,28.73280473,3967254.594,46.76922109,6748688.355,0,0,2.814120674,31.81487575,30451068.9,0,0,10.62694233,5556343.481,72.53512956,4.050480404,2089227.228,3.616157928,5613887.288,1.366096095,0,5361007554,0,82.8300705,23.14967415,26.79917132,0,0,0,0.93361,0,0,27096722.16,0,0,2287921233,42.69064956,2.74387208,0
Liberia,LBR,2004,0.011186852,27.14908638,26150,65.04697704,4.15282392,0.710805737,0.332639375,0.385608065,616.056,0.193947011,0,0,90.47619048,557.384,0,0,0,0,15.87354785,46.81270764,45090,0,0,49.29620842,1328.26,138,54.71512988,324.5793,18.83099214,194.5,1.912798697,0,3176414,0,0,0,90.18406272,0,0,0,0,0,0,2311.5503,0,0,1451812,45.706,2.670533097,0
Syrian Arab Republic,SYR,2004,91.43141174,75.74767119,139050,22.26657405,25.91382034,0,0,0,51103.312,2.869902336,25.78932262,13179.198,66.56859931,34018.759,0.02152698,11.001,0,0,1.096188304,2.479708013,4552,0,0,42.05296433,11908.3,19.6,24.65492343,5271.643,971.0433333,96.3939,2.222413124,0,17806638,0,107.3637619,13.01555632,2.602215279,0,0,0,0.955160022,0,0,66910.8369,0,0,9511772,53.417,2.913723256,0
Maldives,MDV,2004,90.03916168,36.66666667,110,5.584199425,10,0.331525399,0.196073799,0.227296117,667.394,2.149950229,0,0,100,667.394,0,0,0,0,4.314674454,3.333333333,10,0,0,61.17624347,40.0747,28.7,197.0948085,17.305936,-100,-1.78E-14,2.681705251,0,310423,0,180.5855713,0,1.526533676,0,0,0,1.024500012,0,0,0,0,0,100856,32.49,6.566551433,0
Caribbean small states,CSS,2004,89.50823308,6.337236013,25656.3,3.640198986,1.919229344,0.936043429,0.589851233,0.683777717,52232.748,7.776927815,56.99943836,0,40.76804268,21294.269,0.351024993,0,0,0,5.314562402,85.53461776,346286.9,0,0,102.212808,14449.135,25.80125834,-2.384865089,3842.39265,-96.62917215,687.807,0.691080849,0,6716373,0,89.31800079,6.494614757,11.66159747,0,0,0,1.01771,0,0,66805.12106,0,0,3383689,50.37969251,0.739329105,0
Dominican Republic,DOM,2004,90.316567,50.03104947,24170,7.020472993,16.97371145,0.491283413,0.240683685,0.279009572,18309.331,2.011351755,1.301822552,238.355,80.21229722,14686.335,11.2757861,2064.521,0,0,4.117999045,33.50859035,16188,0,0,11.97663843,6721.98,37.4,8.141843311,2303.3248,-76.72969514,119.991,1.496788622,0,9102998,0,86.27490234,16.51550132,20.54181092,0,0,0,1.026790023,0,0,28493.9958,0,0,6008252,66.003,3.637637294,0
Suriname,SUR,2004,94.62218475,0.496794872,775,5.329821819,0.33974359,0.460517318,0.269058017,0.311902165,1562.142,3.164601017,0.469483568,7.334,97.18309859,1518.138,0,0,0,0,-2.513320365,98.55769231,153750,0,0,-1.267187921,974.092,30,5.908201449,478.175,-94.59850455,401,1.07907463,0,493630,0,0,65.60056859,25.99535856,0,0,0,0,0,0,3272.307,0,0,329434,66.737,1.188454481,0
St. Kitts and Nevis,KNA,2004,94.81939697,30.88461538,80.3,1.797502042,26.92307692,0.336039142,0.215072043,0.249319595,212.686,4.433636989,0,0,100,212.686,0,0,0,0,11.09743975,42.30769231,110,0,0,32.88958587,34.3194,17.6,119.8531368,16.910624,0,2.5,1.395952431,0,47971,0,0,0,22.22038776,0,0,0,0,0,0,0,0,0,15432,32.17,0.950589878,0
Lower middle income,LMC,2004,66.81934219,46.44001942,10248879,18.45091787,17.75752459,0.908547573,0.307436294,0.356391706,2774111.06,1.136973324,20.40376494,604407.4018,33.26718649,922868.6998,38.41022518,1150037.519,0,0,1.420093034,27.76738908,6128003.7,0,0,15.77466861,1857912.48,82.5,10.36471103,710093.8904,-13.24013576,1981044.529,1.66671057,0,2439908661,0,81.41552734,19.02038688,45.24304324,0,0,0,0.9136,0,0,7422864.408,0,0,837591776,34.35281728,2.844639063,0
"Gambia, The",GMB,2004,33.13759613,50.88932806,5150,26.84870261,30.63241107,0.383624457,0.131235236,0.152132818,293.36,0.209756659,1.25,3.667,100,293.36,0,0,0,0,9.59358452,46.34387352,4690,0,0,19.56075153,734.488,101.4,9.567985022,362.8426,2163.375,1810.7,3.224598768,0,1398573,0,74.2766037,0,59.84585752,0,0,0,0,0,0,3115.4536,0,0,717300,51.288,4.664044803,0
Antigua and Barbuda,ATG,2004,91.63976288,20.45454545,90,1.609971056,9.090909091,0.391050633,0.247800586,0.287259752,421.705,4.778147909,0,0,100,421.705,0,0,0,0,8.739515259,22.36363636,98.4,0,0,10.95779312,39.402,12.5,39.53135998,23.351494,410587.0229,5.38,1.098273643,0,88257,0,0,0,0,0,0,0,0,0,0,449.002494,0,0,26333,29.837,-0.982511777,0
New Zealand,NZL,2004,100,45.15589989,118900,6.357483922,1.595078045,0.26260014,0.275458993,0.336991966,34554.141,8.453612477,22.97569776,7939.055,51.45919559,17781.283,23.83529661,8236.082,0,0,2.232644837,38.6396263,101742,0,0,3.627146839,27658.5,6.7,21.9110617,12814.997,-82.5785561,977.266,1.486219082,0,4087500,0,0,72.06184604,30.55535317,0,0,0,1.029870033,0,0,80229.163,0,0,3526736,86.281,1.555790266,0
Austria,AUT,2004,100,34.72269315,28674,1.476474393,16.70259143,0.201525304,0.21790286,0.262430046,72390.247,8.858363703,24.60868244,17814.286,51.32465427,37154.044,21.06276278,15247.386,0,0,1.293452982,46.60208283,38484,0,0,-14.54019722,8571.02,5.1,-22.30358977,4127.743,24.22759314,2144.04403,0.620413127,0,8171966,0,98.74430084,64.20223413,23.2193673,0,0,0,0.963039994,0,0,96330.90703,0,0,4829142,59.094,0.14603312,0
Late-demographic dividend,LTE,2004,95.79822832,35.0821272,15588488,9.223393549,9.169764172,1.017197597,0.537820145,0.666031327,9142115.546,4.347365455,15.27120903,1415124.827,22.77725219,2084537.223,54.77813783,5153671.414,0,0,3.439356969,38.70123065,17235663.7,0,0,10.21198769,2849920.073,24.99742808,7.699290209,949703.4193,-14.57757078,1391953.331,0.642932174,0,2102909369,0,92.8755722,23.54134491,18.12330317,0,0,0,0.98821,0,0,14418736.57,0,0,1038583376,49.38792869,2.6907278,0
Central African Republic,CAF,2004,7.402419567,8.371055251,52150,52.60911104,3.098012777,0.139786067,0.070824483,0.082102402,234.688,0.057875688,0,0,100,234.688,0,0,0,0,1.188901252,35.86246749,223416,0,0,-43.00945736,24080.1,168.3,-44.46739177,28315.927,455.1419318,292587,1.825949193,0,4055036,0,23.66221046,83.33333333,85.64597186,0,0,0,0,0,0,345419.435,0,0,1539535,37.966,2.042165506,0
Bhutan,BTN,2004,52.42043686,15.32124774,5840,23.97530869,4.145132093,0.327406128,0.111125898,0.128821317,308.028,0.481081773,0,0,64.28571429,198.018,8.333333333,25.669,0,0,1.260870109,69.41049925,26457.2,0,0,10.59675148,1016.32,61.5,20.03956592,214.62509,0,44.62,2.666579884,0,640282,0,60.35945892,99.92356039,93.45288447,0,0,0,0,0,0,1623.24209,0,0,191028,29.835,6.586695719,0
Euro area,EMU,2004,100,45.96519623,1230862,1.860527694,25.06007701,0.231880744,0.237155505,0.290462416,2767041.193,8.444274973,24.15214312,669990.7221,46.49546303,1286548.615,25.81784015,714834.9412,0,0,2.661604707,36.93035697,988925.9,0,0,-15.97235792,330208.618,5.004421137,-22.60521865,219254.4893,-42.63163326,73795.11474,0.551279649,0,327682507,0,97.18566895,14.26675128,8.233749444,0,0,0,0.99945,0,0,3531294.262,0,0,242114379,73.8868795,0.886480736,0
India,IND,2004,64.4,60.66716221,1803750,18.01945613,53.70696121,1.135254214,0.346855013,0.402087367,1154320.262,1.025027608,4.299111142,49625.511,25.71715388,296858.318,64.20266467,741104.367,0,0,0.775952192,22.61718895,672452,0,0,12.46087241,577716,77.8,23.35311063,209205.05,41.10937106,63163.8,1.621038435,0,1126135777,0,0,14.4825005,49.72402461,0,0,0,0,0,0,2090334.85,0,0,325487024,28.903,2.772856331,0
Turkey,TUR,2004,96.7309494,53.54521004,412100,9.421651664,31.01620259,0.373379356,0.221882979,0.309643462,225421.491,3.364105462,19.00834513,42848.895,34.31425179,77351.698,38.09314658,85870.139,0,0,0.688016608,13.72893468,105662,0,0,41.296768,61961.6,29.5,8.873259603,31115.32,72.61231203,5006.704,1.385590817,0,67007855,3.5,98.17170715,30.73099842,16.77239302,0,0,0,0.853429973,0,0,333497.624,0,0,45046031,67.225,2.316650273,0
Finland,FIN,2004,100,7.396828524,22530,2.383942149,7.290784333,0.289821595,0.336037253,0.412237831,67091.432,12.83267498,13.4838216,9046.489,42.47376476,28496.257,43.08045474,28903.294,0,0,3.441250236,72.89602416,222034,0,0,0.13408021,10082.1,3.9,-7.940324565,7192.558,21.44634573,764.3,0.290350362,0,5228172,0,100.1813202,29.85730095,31.08881395,0,0,0,1.020230055,0,0,88571.158,0,0,4327463,82.772,0.452371561,0
Algeria,DZA,2004,98.83078766,17.27518537,411450,9.440471616,3.146019297,0.658967549,0.228523273,0.264912766,88510.379,2.69593129,46.59651158,41242.749,37.10900278,32845.319,2.175083896,1925.175,0,0,1.033520536,0.64851747,15446,0,0,38.67099698,44789.9,35,13.81831954,4844.308,181.3391124,936.976,1.310924135,0,32831096,0,91.33145142,0.8032,0.441740736,0,0,0,0.995410025,0,0,139846.684,0,0,20703617,63.061,2.550714375,0
Trinidad and Tobago,TTO,2004,94.62335205,10.72124756,550,0.761483946,5.068226121,1.940987241,1.035904872,1.200859858,33432.039,25.90556552,88.88888889,29717.368,9.970384995,3333.303,0,0,0,0,7.51565755,44.97465887,2307.2,0,0,233.7086309,10136.7,32.9,-55.55969032,257.66456,1450,62,0.503615819,0,1290535,0,95.03304291,0.357698289,0.625189963,0,0,0,1.01067996,0,0,38415.06456,0,0,711795,55.155,0.163382647,0
Early-demographic dividend,EAR,2004,71.04468721,41.36974133,13696936.8,10.78247507,12.93117341,0.756541096,0.322145752,0.383697613,4833377.358,1.82510642,22.26551772,1112828.397,42.21803935,2040557.155,29.56905303,1606419.307,0,0,1.5563008,22.78417197,7543517.4,0,0,18.54654312,2228019.065,67.82126338,11.79115975,812996.2614,-17.2931871,1467528.541,1.658465979,0,2648271523,0,82.76052856,19.70715165,30.10279552,0,0,0,0.92925,0,0,8816806.17,0,0,1053989183,39.79913587,2.591130778,0
Bosnia and Herzegovina,BIH,2004,99.1321106,42.37109375,21694,8.853562029,20.078125,1.137747326,0.540156849,0.706827817,15610.419,4.128334876,3.735024665,583.053,21.82287996,3406.643,71.10641297,11100.009,0,0,8.875700283,42.67578125,21850,0,0,-43.7808452,2580.15,9,-22.465924,976.7356,-49.16757449,491.5511,0.053964444,0,3781287,0,0,46.97517285,20.10019147,0,0,0,0,0,0,20000.8367,0,0,1650456,43.648,0.785161229,0
IDA blend,IDB,2004,60.49894143,53.08105714,3151709,26.17568269,14.87552084,0.787173824,0.28350586,0.328650648,403131.645,1.021554388,45.54964297,206498.6269,30.67721836,123669.575,9.018965752,39867.26681,0,0,1.552354986,21.61118915,1283173,0,0,37.52669427,329042.6575,124.7039648,24.71278166,93041.29888,24.62046887,237246.9995,2.239850045,0,394625729,0,74.75424194,29.96918042,58.75613368,0,0,0,0.83441,0,0,1050675.237,0,0,141857314,35.94730495,3.536335687,0
Azerbaijan,AZE,2004,99.05349731,57.51524095,47549,10.98789023,22.2650958,1.638769895,0.600304681,0.695895747,32089.917,3.863229639,58.08479031,18639.361,39.70974746,12742.825,0,0,0,0,54.36463488,10.59754209,8761.2,0,0,-1.116201946,11330.6,55.7,-8.285112915,2444.9483,292.7736673,985.885,0.87542728,0,8306500,0,95.59542847,12.67016188,3.070784463,0,0,0,0,0,0,45005.7333,0,0,4335079,52.189,1.261300756,0
Italy,ITA,2004,100,50.59835453,148830,2.344916781,27.12653838,0.221645912,0.219492046,0.278923132,473970.751,8.216487201,31.90177404,151205.078,50.04603375,237203.562,13.28092965,62947.722,0,0,1.116981883,29.513157,86810,0,0,-12.94784355,41060.5,4.6,-7.78422854,29149.765,128.9854451,10782.588,0.647182705,0,57685327,0,100.7154465,18.21338373,5.935948542,0,0,0,0.994310021,0,0,562794.853,0,0,39006818,67.62,0.82332128,0
Uzbekistan,UZB,2004,99.73215485,63.093559,268400,26.44400946,10.57827927,5.177276071,1.681612072,1.949387911,126214.473,4.879862552,79.13361806,99878.079,15.23286557,19226.081,3.634620413,4587.417,0,0,1.467993801,7.706629055,32784,0,0,24.21203438,40922.4,51.7,-12.02373759,9839.369,-42.38148269,630.799,1.153769215,0,25864350,0,94.62915039,18.02,1.853285428,0,0,0,0.974900007,0,0,171337.568,0,0,12428855,48.054,2.163974107,0
Europe & Central Asia (IDA & IBRD countries),TEC,2004,99.29327884,28.42296784,6502718,7.173895116,11.08108909,1.127704678,0.552893043,0.812748698,3188715.941,7.326217807,41.17213499,1296728.662,21.50421842,687755.9881,34.45863604,1121297.08,0,0,3.670953174,38.37659734,8818674.2,0,0,-21.83348647,907603.52,26.57910851,-40.3022153,235488.1427,-65.73030759,162156.7874,0.07409554,0,435247221,0,97.00286865,18.985764,5.965932848,0,0,0,0.96552,0,0,4610480.8,0,0,277944033,64.10997049,0.321101552,0
Central Europe and the Baltics,CEB,2004,100,49.4226217,545347,4.731643654,34.63064464,0.680305819,0.400163881,0.514278587,737158.675,6.923880599,18.98918045,139980.391,23.28068648,171615.6,55.08220371,406043.243,0,0,5.628172697,33.056199,364754,0,0,-30.67993755,151905.42,10.4129688,-30.76584407,71704.3485,-86.36724703,7872.50445,-0.275992769,0,106466116,0,98.35080719,10.02024511,10.71347728,0,0,0,1.00141,0,0,1004284.183,0,0,65624341,61.63871176,-0.201014284,0
Comoros,COM,2004,48.9078331,72.54164428,1350,41.08844753,34.92745836,0.300072856,0.163403813,0.189423841,143.013,0.239461311,0,0,100,143.013,0,0,0,0,0.182362418,22.89091886,426,0,0,32.60432545,240.104,99.1,22.83525017,51.584,0,11.167,2.374990806,0,597228,0,61.90851974,0,41.83582709,0,0,0,0.848070025,0,0,389.6349,0,0,166645,27.903,2.217695207,0
Equatorial Guinea,GNQ,2004,63.52836227,11.55080214,3240,0,4.634581105,0.504611301,0.256416996,0.297248218,5218.141,7.199253053,23.61208714,1232.112,19.67673928,1026.76,0,0,0,0,7.729147203,60.48484848,16966,0,0,1990.284151,2459.93,139.3,97.19750119,35.62954,-100,3.62E-13,4.256723256,0,724817,10.6,0,31.96721311,12.3169889,0,0,0,0,0,0,5553.97954,0,0,406137,56.033,7.385666755,0
Slovak Republic,SVK,2004,100,40.20790021,19340,3.643655882,28.96049896,0.582802626,0.384548328,0.474725722,38749.189,7.212801455,32.49739756,12592.478,18.74704268,7264.327,44.66736065,17308.24,0,0,7.094384561,40.12058212,19298,0,0,-35.32578536,4172.25,8.5,-37.15822395,3288.852,-1.656379518,346.28972,-0.02036172,0,5372280,0,96.92295074,13.54563362,6.247301565,0,0,0,1.00601995,0,0,48357.39172,0,0,2993058,55.713,-0.289251561,0
Tunisia,TUN,2004,99,63.27239959,98300,9.902519658,17.96472709,0.654103999,0.259485911,0.300805819,22299.027,2.225984744,29.23861207,6519.926,54.57983884,12170.773,0,0,0,0,1.898934921,5.789134912,8994,0,0,75.82057782,7136.61,24.5,0.703120522,2342.0562,128.9277143,8.01247,0.780902006,0,10017601,0,100.703598,1.658291457,13.9206085,0,0,0,0,0,0,32529.07867,0,0,6506432,64.95,1.344460627,0
Peru,PER,2004,75.692357,17.8953125,229060,6.934433062,2.921875,0.320461728,0.161653964,0.18739535,31895.566,1.169484073,6.219820648,1983.847,64.94596459,20714.883,10.19774661,3252.629,0,0,2.394892075,59.10296875,756518,0,0,15.58837612,15691.7,28.7,30.63051612,7327.532,-90.23332214,1889.69,1.237611195,0,27273194,0,102.3327332,72.88806432,32.60697896,0,0,0,0.994889975,0,0,56438.522,0,0,20357803,74.644,1.76819559,0
South Asia,SAS,2004,62.74186015,56.74790536,2707770,18.40941752,43.86621027,1.031116642,0.307878248,0.356904036,1340519.521,0.900901767,9.980495838,138563.9718,27.50086852,368654.511,56.72510621,761183.0752,0,0,0.83272203,16.86359038,804659.2,0,0,15.63718181,846436.0547,80.4,25.64480839,267029.2088,15.56433957,66194.5728,1.713613277,0,1487975237,0,78.81027222,16.54982848,50.69278147,0,0,0,0.88637,0,0,2600816.454,0,0,426346839,28.65281822,2.953754864,0
Sweden,SWE,2004,100,7.759419018,31840,1.585603442,6.472681191,0.124173825,0.150585049,0.180746508,54520.956,6.062241404,3.712671509,2024.184,73.24455206,39933.63,20.67527576,11272.358,0,0,4.415617064,68.74055661,282070,0,0,0.236958597,11548.3,3.7,-14.28470233,6001.786,64.33737446,1944.0481,0.393298991,0,8993531,0,104.0877838,44.94933179,35.82331248,0,0,0,1.013599992,0,0,77672.9341,0,0,7577769,84.258,0.466911457,0
Sub-Saharan Africa,SSF,2004,28.90205856,43.79601498,10343476.1,19.99109457,8.001163634,0.700588375,0.340051448,0.394200418,690781.6027,0.926243776,4.843956845,46479.78701,25.43211332,175680.36,58.1821495,0,0,0,2.134450668,27.47821722,6489638,0,0,3.81924418,664668.056,131.8,-15.88364003,373649.6356,60.04272888,3010652.887,2.705743287,0,745788118,0,59.33322906,20.90509251,71.42754087,0,0,0,0.85029,0,0,4624593.802,0,0,246799579,33.09245257,4.111579574,0
Uganda,UGA,2004,10.84839058,66.3730544,132620,21.67035264,29.77828937,0.134869601,0.052956658,0.061389348,1738.158,0.063048843,0,0,83.96624473,1459.466,0,0,0,0,3.72044058,17.60172164,35170,0,0,17.83328706,14430.1,116.5,-5.999279156,7519.081,193.224375,46915.9,3.482763166,0,27568436,0,57.47301102,99.88672639,93.92102718,0,0,0,0.965759993,0,0,70139.651,0,0,4550722,16.507,6.221833071,0
Grenada,GRD,2004,87.29773712,35.29411765,120,5.014335256,5.882352941,0.288292998,0.189968704,0.220218861,205.352,2.000389651,0,0,100,205.352,0,0,0,0,10.85166345,49.97058824,169.9,0,0,34.33397843,33.2486,14.4,110.2364911,20.671606,33.83838384,2.385,0.274105063,0,102656,0,0,0,10.54073749,0,0,0,1.013080001,0,0,501.036206,0,0,36855,35.901,0.258099715,0
Sri Lanka,LKA,2004,75.8337326,36.83623027,23100,12.54380414,14.35177803,0.313841737,0.103339183,0.119794664,12299.118,0.634873861,0,0,92.45676804,11371.367,1.878354204,231.021,0,0,1.126677351,34.01052464,21328,0,0,-20.85043555,9113.36,29.2,18.09910424,2077.8928,-45.20850006,478.578,0.814929521,0,19372538,0,0,36.13843352,61.60870184,0,0,0,0,0,0,25393.9308,0,0,3548855,18.319,0.73308511,0
Moldova,MDA,2004,99.1,76.70316302,25220,17.5868607,55.96107056,0.986914535,0.411721771,0.47728335,4554.414,1.263730162,46.215781,2104.858,41.94847021,1910.507,7.004830918,319.029,0,0,5.812030294,10.80291971,3552,0,0,-13.47996143,3534.88,21.1,-51.14956326,857.8506,-31.98133464,15.30673,-0.247449868,0,3603945,0,96.22393799,6.470992104,4.850144156,0,0,0,1.029569983,0,0,12302.81733,0,0,1549336,42.99,-1.171295609,0
Australia,AUS,2004,100,57.28883277,4401100,3.065047692,6.214675293,0.355603547,0.445420702,0.543775957,342699.485,17.02651535,13.73816275,47080.613,27.7588144,95129.314,57.24252314,196169.832,0,0,7.012154688,16.64618669,1278810,0,0,10.05818498,126732,5.8,10.69340799,69618.87,1745.93077,552558,1.159352162,0,20127400,0,0,8.186650191,6.680425721,0,0,0,0,0,0,1144343.87,0,0,17000206,84.463,1.301529362,0
