Country,Code,Year,CO2PerGDP,CO2Total,CO2PerCapita,Population,id
Brunei Darussalam,BRN,2003,0.182115092,4591.084,12.99158717,353389,96
Bulgaria,BGR,2003,0.729316196,47307.967,6.084370085,7775327,100
Burkina Faso,BFA,2003,0.085771425,1078.098,0.085194017,12654621,854
Burundi,BDI,2003,0.037816183,161.348,0.023205146,6953113,108
Cabo Verde,CPV,2003,0.19615657,308.028,0.669412166,460147,132
Cambodia,KHM,2003,0.135548551,2379.883,0.185159888,12853124,116
Cameroon,CMR,2003,0.099920849,3795.345,0.229828383,16513822,120
Canada,CAN,2003,0.542457539,553100.944,17.46119914,31676000,124
Cayman Islands,CYM,2003,0,495.045,10.75530112,46028,136
Central African Republic,CAF,2003,0.089417273,234.688,0.058942176,3981665,140
Chad,TCD,2003,0.039449221,381.368,0.040774062,9353201,148
Chile,CHL,2003,0.324093003,55602.721,3.519261571,15799542,152
China,CHN,2003,0.889631514,4540417.061,3.524074093,1288400000,156
Colombia,COL,2003,0.188120783,57421.553,1.362244907,42152151,170
Comoros,COM,2003,0.183109512,132.012,0.226353755,583211,174
"Congo, Dem. Rep.",COD,2003,0.040922064,986.423,0.019194831,51390033,180
"Congo, Rep.",COG,2003,0.069040156,916.75,0.261740193,3502519,178
Costa Rica,CRI,2003,0.182636214,6626.269,1.605990202,4125971,188
Cote d'Ivoire,CIV,2003,0.136158263,5460.163,0.308844016,17679355,384
Croatia,HRV,2003,0.394520365,22984.756,5.176746847,4440000,191
Cuba,CUB,2003,0,25485.65,2.266421577,11244885,192
Curacao,CUW,2003,0,0,0,131897,531
Cyprus,CYP,2003,0.443900624,7748.371,7.798570398,993563,196
Czech Republic,CZE,2003,0.616413911,122059.762,11.97368903,10193998,203
Denmark,DNK,2003,0.337455427,55998.757,10.38827349,5390574,208
Djibouti,DJI,2003,0,421.705,0.555888033,758615,262
Dominica,DMA,2003,0.230827403,117.344,1.674118671,70093,212
Dominican Republic,DOM,2003,0.3455216,21514.289,2.399070559,8967760,214
Ecuador,ECU,2003,0.309546004,26967.118,2.029189439,13289601,218
"Egypt, Arab Rep.",EGY,2003,0.311986074,147963.45,1.999994134,73981942,818
El Salvador,SLV,2003,0.225975023,6552.929,1.097360896,5971535,222
Equatorial Guinea,GNQ,2003,0.486047454,6017.547,8.663189901,694611,226
Eritrea,ERI,2003,0.139206536,726.066,0.194225396,3738265,232
Estonia,EST,2003,0.95633324,17124.89,12.49335386,1370720,233
Eswatini,SWZ,2003,0.182645836,1041.428,0.957730055,1087392,748
Ethiopia,ETH,2003,0.134247355,4987.12,0.068745056,72545144,231
Faroe Islands,FRO,2003,0,733.4,15.28744737,47974,234
Fiji,FJI,2003,0.217026259,1048.762,1.284259173,816628,242
Finland,FIN,2003,0.457548624,69130.284,13.26109694,5213014,246
France,FRA,2003,0.217345216,380689.605,6.115998108,62244886,250
French Polynesia,PYF,2003,0,770.07,3.09888571,248499,258
Gabon,GAB,2003,0.242467925,4642.422,3.495415414,1328146,266
"Gambia, The",GMB,2003,0.165244623,289.693,0.213922821,1354194,270
Georgia,GEO,2003,0.253871466,3773.343,0.877317601,4301000,268
Germany,DEU,2003,0.332445765,822812.461,9.969354525,82534176,276
Ghana,GHA,2003,0.185819279,7631.027,0.373214083,20446782,288
Gibraltar,GIB,2003,0,355.699,11.21371375,31720,292
Greece,GRC,2003,0.367041757,95738.036,8.760745127,10928070,300
Greenland,GRL,2003,0,531.715,9.366951467,56765,304
Grenada,GRD,2003,0.236852605,216.353,2.113338217,102375,308
Guam,GUM,2003,0,0,0,157714,316
Guatemala,GTM,2003,0.167336008,10828.651,0.866258954,12500478,320
Guinea,GIN,2003,0.162230406,1881.171,0.202062483,9309848,324
Guinea-Bissau,GNB,2003,0.134220321,194.351,0.147101654,1321202,624
Guyana,GUY,2003,0.535286192,1565.809,2.082588843,751857,328
Haiti,HTI,2003,0.140241958,1734.491,0.193224637,8976552,332
Honduras,HND,2003,0.333216478,6769.282,0.962390428,7033821,340
"Hong Kong SAR, China",HKG,2003,0.216220789,43358.608,6.441820883,6730800,344
Hungary,HUN,2003,0.376913434,59053.368,5.82981044,10129552,348
Iceland,ISL,2003,0.231474265,2167.197,7.485457013,289521,352
India,IND,2003,0.42473919,1099597.621,0.992391683,1108027848,356
Indonesia,IDN,2003,0.2707294,316792.13,1.436404464,220545214,360
"Iran, Islamic Rep.",IRN,2003,0.488125028,418437.703,6.080819732,68812713,364
Iraq,IRQ,2003,0.593579615,91117.616,3.55544505,25627626,368
Ireland,IRL,2003,0.294772061,42687.547,10.6811767,3996521,372
Isle of Man,IMN,2003,0,0,0,74587,833
Israel,ISR,2003,0.39500995,62889.05,9.400877468,6689700,376
Italy,ITA,2003,0.281016023,468349.24,8.17175128,57313203,380
Jamaica,JAM,2003,0.5626884,10667.303,3.932630319,2712511,388
Japan,JPN,2003,0.336263661,1242093.574,9.725282059,127718000,392
Jordan,JOR,2003,0.485888355,17469.588,3.237042722,5396774,400
Kazakhstan,KAZ,2003,0.839584804,142209.927,9.538517359,14909018,398
Kenya,KEN,2003,0.111704827,6754.614,0.197903469,34130852,404
Kiribati,KIR,2003,0.271875384,40.337,0.453760054,88895,296
"Korea, Dem. People’s Rep.",PRK,2003,0,70751.098,3.005755582,23538540,408
"Korea, Rep.",KOR,2003,0.455432921,466215.046,9.734649494,47892330,410
Kuwait,KWT,2003,0.40894547,59922.447,27.62525921,2169118,414
Kyrgyz Republic,KGZ,2003,0.565571651,5438.161,1.078294172,5043300,417
Lao PDR,LAO,2003,0.083280763,1100.1,0.197162692,5579656,418
Latvia,LVA,2003,0.292178333,7370.67,3.221510038,2287955,428
Lebanon,LBN,2003,0.481702895,18180.986,4.911836506,3701464,422
Lesotho,LSO,2003,0.634060943,1932.509,1.007513697,1918097,426
Liberia,LBR,2003,0.343669028,520.714,0.167097261,3116233,430
Libya,LBY,2003,0.453633476,49167.136,8.754906737,5615952,434
Liechtenstein,LIE,2003,0,0,0,34321,438
Lithuania,LTU,2003,0.31116858,12823.499,3.754816757,3415213,440
Luxembourg,LUX,2003,0.365297566,9904.567,21.93071098,451630,442
"Macao SAR, China",MAC,2003,0.08072156,1532.806,3.331122446,460147,446
"Macedonia, FYR",MKD,2003,0.847004809,11309.028,5.507394958,2053426,807
Madagascar,MDG,2003,0.087578225,1701.488,0.098470636,17279141,450
Malawi,MWI,2003,0.108506097,916.75,0.074310875,12336687,454
Malaysia,MYS,2003,0.444790981,158256.719,6.410086386,24688703,458
Maldives,MDV,2003,0.187769264,506.046,1.674490171,302209,462
Mali,MLI,2003,0.048234082,843.41,0.070254145,12005128,466
Malta,MLT,2003,0.309363449,2581.568,6.476880542,398582,470
Marshall Islands,MHL,2003,0.614534475,84.341,1.618332182,52116,584
Mauritania,MRT,2003,0.204074445,1389.793,0.469982419,2957117,478
Mauritius,MUS,2003,0.255506776,3061.945,2.523504784,1213370,480
Mexico,MEX,2003,0.380394877,440208.682,4.16704652,105640453,484
"Micronesia, Fed. Sts.",FSM,2003,0.487157963,143.013,1.338872454,106816,583
Moldova,MDA,2003,0.496164266,4290.39,1.187528267,3612874,498
Monaco,MCO,2003,0,0,0,32933,492
Mongolia,MNG,2003,0.743213769,8034.397,3.25373286,2469286,496
Montenegro,MNE,2003,0,0,0,612267,499
Morocco,MAR,2003,0.291759283,37561.081,1.25858331,29843937,504
Mozambique,MOZ,2003,0.17237101,1917.841,0.097270381,19716598,508
Myanmar,MMR,2003,0.137140492,9845.895,0.206738413,47624894,104
Namibia,NAM,2003,0.174141779,1873.837,0.943269059,1986535,516
Nauru,NRU,2003,0,66.006,6.531367504,10106,520
Nepal,NPL,2003,0.084906493,2841.925,0.113901965,24950623,524
Netherlands,NLD,2003,0.333215652,182205.896,11.22973834,16225302,528
New Caledonia,NCL,2003,0,2739.249,12.15844489,225296,540
New Zealand,NZL,2003,0.353147459,34081.098,8.46272795,4027200,554
Nicaragua,NIC,2003,0.284386222,4411.401,0.841729221,5240879,558
Niger,NER,2003,0.090994083,759.069,0.059972884,12656870,562
Nigeria,NGA,2003,0.290451565,101616.237,0.769980197,131972533,566
Northern Mariana Islands,MNP,2003,0,0,0,67422,580
Norway,NOR,2003,0.257106668,45221.444,9.90643602,4564855,578
Oman,OMN,2003,0.384703172,32390.611,13.57951707,2385255,512
Pakistan,PAK,2003,0.26503117,118895.141,0.804958723,147703401,586
Palau,PLW,2003,1.196710209,253.023,12.84380711,19700,585
Panama,PAN,2003,0.212466783,6153.226,1.917386218,3209174,591
Papua New Guinea,PNG,2003,0.301606593,3945.692,0.656442053,6010724,598
Paraguay,PRY,2003,0.145279378,4070.37,0.725821379,5607950,600
Peru,PER,2003,0.167150192,26380.398,0.979310067,26937738,604
Philippines,PHL,2003,0.230683381,71425.826,0.860220946,83031954,608
Poland,POL,2003,0.645498208,302252.475,7.911421984,38204570,616
Portugal,PRT,2003,0.280868081,61216.898,5.853135645,10458821,620
Puerto Rico,PRI,2003,0,0,0,3826095,630
Qatar,QAT,2003,0.667407233,41521.441,60.29957188,688586,634
Romania,ROU,2003,0.599002604,101062.52,4.684388286,21574326,642
Russian Federation,RUS,2003,1.198525388,1604242.827,11.09064748,144648257,643
Rwanda,RWA,2003,0.077659207,520.714,0.059987701,8680346,646
Samoa,WSM,2003,0.208251133,154.014,0.866893314,177662,882
San Marino,SMR,2003,0,0,0,28494,674
Sao Tome and Principe,STP,2003,0.252187748,66.006,0.444868304,148372,678
Saudi Arabia,SAU,2003,0.408127766,327272.416,14.50905522,22556425,682
Senegal,SEN,2003,0.279492871,4976.119,0.46632215,10670990,686
Serbia,SRB,2003,0,0,0,7480591,688
Seychelles,SYC,2003,0.4701014,550.05,6.644640678,82781,690
Sierra Leone,SLE,2003,0.144196295,652.726,0.125535119,5199549,694
Singapore,SGP,2003,0.165173942,31132.83,7.566013727,4114826,702
Sint Maarten (Dutch part),SXM,2003,0,0,0,31472,534
Slovak Republic,SVK,2003,0.519837522,39493.59,7.349868072,5373374,703
Slovenia,SVN,2003,0.367793945,15511.41,7.772287175,1995733,705
Solomon Islands,SLB,2003,0.269142071,161.348,0.361144126,446769,90
Somalia,SOM,2003,0,594.054,0.060393455,9836397,706
South Africa,ZAF,2003,1.007289369,404459.099,8.48835057,47648727,710
South Sudan,SSD,2003,0,0,0,7501642,728
Spain,ESP,2003,0.303787308,321097.188,7.611166445,42187645,724
Sri Lanka,LKA,2003,0.116904718,11078.007,0.576519907,19215307,144
St. Kitts and Nevis,KNA,2003,0.247110144,198.018,4.185896081,47306,659
St. Lucia,LCA,2003,0.246620677,359.366,2.232461344,160973,662
St. Martin (French part),MAF,2003,0,0,0,27363,663
St. Vincent and the Grenadines,VCT,2003,0.248465843,198.018,1.827577296,108350,670
Sudan,SDN,2003,0.113985121,9072.158,0.239590405,29435944,729
Suriname,SUR,2003,0.346032556,1543.807,3.161388154,488332,740
Sweden,SWE,2003,0.194314474,54781.313,6.115194532,8958229,752
Switzerland,CHE,2003,0.145164444,40175.652,5.474267138,7339001,756
Syrian Arab Republic,SYR,2003,0,54275.267,3.116533908,17415266,760
Tajikistan,TJK,2003,0.248700754,2075.522,0.315578655,6576877,762
Tanzania,TZA,2003,0.075899456,3806.346,0.102461402,37149072,834
Thailand,THA,2003,0.392841975,224574.414,3.478810022,64554952,764
Timor-Leste,TLS,2003,0.066321198,161.348,0.167921803,960852,626
Togo,TGO,2003,0.268415048,1463.133,0.271382707,5391401,768
Tonga,TON,2003,0.283056713,117.344,1.175921194,99789,776
Trinidad and Tobago,TTO,2003,1.274406298,31987.241,24.9111726,1284052,780
Tunisia,TUN,2003,0.312853661,21246.598,2.137553953,9939678,788
Turkey,TUR,2003,0.344310559,218523.864,3.306668817,66085803,792
Turkmenistan,TKM,2003,2.041774449,44601.721,9.579940336,4655741,795
Turks and Caicos Islands,TCA,2003,0,102.676,4.385988894,23410,796
Tuvalu,TUV,2003,0.431213317,11.001,1.126343811,9767,798
Uganda,UGA,2003,0.061970141,1598.812,0.060049683,26624820,800
Ukraine,UKR,2003,1.415847145,352431.703,7.371051211,47812950,804
United Arab Emirates,ARE,2003,0.34777857,106841.712,28.55255307,3741932,784
United Kingdom,GBR,2003,0.301333999,540006.087,9.053277839,59647577,826
United States,USA,2003,0.493081804,5675701.926,19.56410453,290107933,840
Uruguay,URY,2003,0.143222471,4598.418,1.382717957,3325637,858
Uzbekistan,UZB,2003,2.173077771,127142.224,4.972777084,25567650,860
Vanuatu,VUT,2003,0.20133685,84.341,0.423900806,198964,548
"Venezuela, RB",VEN,2003,0.745769101,192103.129,7.426134418,25868523,862
Vietnam,VNM,2003,0.377899452,78767.16,0.951895898,82747662,704
Virgin Islands (U.S.),VIR,2003,0,0,0,108506,850
West Bank and Gaza,PSE,2003,0.122806647,1279.783,0.405640436,3154969,275
"Yemen, Rep.",YEM,2003,0.264573195,17304.573,0.889142767,19462086,887
Zambia,ZMB,2003,0.096510013,2112.192,0.18492339,11421984,894
Zimbabwe,ZWE,2003,0.524014314,10656.302,0.843469121,12633897,716
Afghanistan,AFG,2004,0.042973203,949.753,0.039377828,24118979,4
Albania,ALB,2004,0.249179284,4165.712,1.376212735,3026939,8
Algeria,DZA,2004,0.264912766,88510.379,2.69593129,32831096,12
American Samoa,ASM,2004,0,0,0,59264,16
Andorra,AND,2004,0,561.051,7.358624941,76244,20
Angola,AGO,2004,0.33782404,18793.375,0.996165478,18865716,24
Antigua and Barbuda,ATG,2004,0.287259752,421.705,4.778147909,88257,28
Argentina,ARG,2004,0.327339079,157589.325,4.06905838,38728696,32
Armenia,ARM,2004,0.301281605,3644.998,1.214751524,3000612,51
Aruba,ABW,2004,0,2618.238,26.51729342,98737,533
Australia,AUS,2004,0.543775957,342699.485,17.02651535,20127400,36
Austria,AUT,2004,0.262430046,72390.247,8.858363703,8171966,40
Azerbaijan,AZE,2004,0.695895747,32089.917,3.863229639,8306500,31
"Bahamas, The",BHS,2004,0.193641082,1723.49,5.343724227,322526,44
Bahrain,BHR,2004,0.564177723,17509.925,21.10015931,829848,48
Bangladesh,BGD,2004,0.168217149,37704.094,0.266823041,141307489,50
Barbados,BRB,2004,0.352624225,1294.451,4.739998755,273091,52
Belarus,BLR,2004,0.680642844,58158.62,5.977157999,9730146,112
Belgium,BEL,2004,0.330587773,111102.766,10.66129022,10421137,56
Belize,BLZ,2004,0.209201583,392.369,1.421168536,276089,84
Benin,BEN,2004,0.213423695,2508.228,0.323642156,7750004,204
Bermuda,BMU,2004,0.191225678,583.053,9.147364292,63740,60
Bhutan,BTN,2004,0.128821317,308.028,0.481081773,640282,64
Bolivia,BOL,2004,0.314035491,11114.677,1.239406557,8967741,68
Bosnia and Herzegovina,BIH,2004,0.706827817,15610.419,4.128334876,3781287,70
Botswana,BWA,2004,0.219783781,3898.021,2.130846266,1829330,72
Brazil,BRA,2004,0.175802684,337826.042,1.828671981,184738458,76
British Virgin Islands,VGB,2004,0,124.678,5.531165432,22541,92
Brunei Darussalam,BRN,2004,0.191987119,4998.121,13.90208971,359523,96
Bulgaria,BGR,2004,0.664567909,46801.921,6.064891808,7716860,100
Burkina Faso,BFA,2004,0.081800191,1103.767,0.084705971,13030569,854
Burundi,BDI,2004,0.043086119,198.018,0.027569697,7182451,108
Cabo Verde,CPV,2004,0.185615985,330.03,0.705698963,467664,132
Cambodia,KHM,2004,0.122874087,2445.889,0.18723252,13063377,116
Cameroon,CMR,2004,0.094942957,3956.693,0.23330822,16959081,120
Canada,CAN,2004,0.511301373,552198.862,17.25891114,31995000,124
Cayman Islands,CYM,2004,0,462.042,9.768536333,47299,136
Central African Republic,CAF,2004,0.082102402,234.688,0.057875688,4055036,140
Chad,TCD,2004,0.028455075,377.701,0.038897974,9710043,148
Chile,CHL,2004,0.316289429,59775.767,3.742118302,15973778,152
China,CHN,2004,0.906353497,5233538.733,4.037990651,1296075000,156
Colombia,COL,2004,0.166701557,55071.006,1.288989699,42724163,170
Comoros,COM,2004,0.189423841,143.013,0.239461311,597228,174
"Congo, Dem. Rep.",COD,2004,0.045357777,1199.109,0.022610101,53034217,180
"Congo, Rep.",COG,2004,0.067272658,949.753,0.263422291,3605439,178
Costa Rica,CRI,2004,0.178185893,6930.63,1.655258443,4187038,188
Cote d'Ivoire,CIV,2004,0.183737625,7664.03,0.425832957,17997738,384
Croatia,HRV,2004,0.357690127,22376.034,5.040782609,4439000,191
Cuba,CUB,2004,0,25005.273,2.21934889,11266941,192
Curacao,CUW,2004,0,0,0,134192,531
Cyprus,CYP,2004,0.386249489,7334,7.258439643,1010410,196
Czech Republic,CZE,2004,0.550394567,116775.615,11.4518445,10197101,203
Denmark,DNK,2004,0.284403565,50600.933,9.362701019,5404523,208
Djibouti,DJI,2004,0,407.037,0.528103722,770752,262
Dominica,DMA,2004,0.210779205,113.677,1.615211924,70379,212
Dominican Republic,DOM,2004,0.279009572,18309.331,2.011351755,9102998,214
Ecuador,ECU,2004,0.299867531,29046.307,2.150041892,13509647,218
"Egypt, Arab Rep.",EGY,2004,0.29751873,150911.718,2.001962275,75381899,818
El Salvador,SLV,2004,0.211764643,6365.912,1.060848307,6000775,222
Equatorial Guinea,GNQ,2004,0.297248218,5218.141,7.199253053,724817,226
Eritrea,ERI,2004,0.141635982,770.07,0.199571194,3858623,232
Estonia,EST,2004,0.879330824,17282.571,12.68399031,1362550,233
Eswatini,SWZ,2004,0.169729414,1030.427,0.940983678,1095053,748
Ethiopia,ETH,2004,0.122146152,5295.148,0.070957323,74624405,231
Faroe Islands,FRO,2004,0,748.068,15.53845834,48143,234
Fiji,FJI,2004,0.258799595,1353.123,1.653469037,818354,242
Finland,FIN,2004,0.412237831,67091.432,12.83267498,5228172,246
France,FRA,2004,0.210714609,383758.884,6.120078568,62704895,250
French Polynesia,PYF,2004,0,762.736,3.029435011,251775,258
Gabon,GAB,2004,0.236584573,4686.426,3.435279888,1364205,266
"Gambia, The",GMB,2004,0.152132818,293.36,0.209756659,1398573,270
Georgia,GEO,2004,0.267430376,4323.393,1.018467138,4245000,268
Germany,DEU,2004,0.314957482,816802.248,9.898682369,82516260,276
Ghana,GHA,2004,0.164919434,7348.668,0.350161075,20986536,288
Gibraltar,GIB,2004,0,385.035,12.07157637,31896,292
Greece,GRC,2004,0.348496173,97149.831,8.867967195,10955141,300
Greenland,GRL,2004,0,583.053,10.24499657,56911,304
Grenada,GRD,2004,0.220218861,205.352,2.000389651,102656,308
Guam,GUM,2004,0,0,0,158099,316
Guatemala,GTM,2004,0.169429702,11620.723,0.908087138,12796925,320
Guinea,GIN,2004,0.159391147,1943.51,0.204790633,9490229,324
Guinea-Bissau,GNB,2004,0.131915073,201.685,0.149358127,1350345,624
Guyana,GUY,2004,0.524427798,1628.148,2.16609282,751652,328
Haiti,HTI,2004,0.162110508,1987.514,0.217948811,9119178,332
Honduras,HND,2004,0.33222894,7367.003,1.022605017,7204153,340
"Hong Kong SAR, China",HKG,2004,0.186224129,41708.458,6.148515958,6783500,344
Hungary,HUN,2004,0.349810937,57458.223,5.684910755,10107146,348
Iceland,ISL,2004,0.217466964,2244.204,7.683682902,292074,352
India,IND,2004,0.402087367,1154320.262,1.025027608,1126135777,356
Indonesia,IDN,2004,0.267369169,337635.358,1.509898209,223614649,360
"Iran, Islamic Rep.",IRN,2004,0.486259707,447036.636,6.42136251,69617100,364
Iraq,IRQ,2004,0.469197216,114084.037,4.335058404,26316609,368
Ireland,IRL,2004,0.277942037,43761.978,10.75163663,4070262,372
Isle of Man,IMN,2004,0,0,0,75341,833
Israel,ISR,2004,0.343585033,59020.365,8.667993097,6809000,376
Italy,ITA,2004,0.278923132,473970.751,8.216487201,57685327,380
Jamaica,JAM,2004,0.540661481,10670.97,3.910532081,2728777,388
Japan,JPN,2004,0.326370591,1266009.748,9.909203497,127761000,392
Jordan,JOR,2004,0.479729164,19240.749,3.475823105,5535595,400
Kazakhstan,KAZ,2004,0.907241155,173053.064,11.52689249,15012985,398
Kenya,KEN,2004,0.116744295,7623.693,0.217354469,35074931,404
Kiribati,KIR,2004,0.293435262,44.004,0.486006494,90542,296
"Korea, Dem. People’s Rep.",PRK,2004,0,72357.244,3.049253044,23729498,408
"Korea, Rep.",KOR,2004,0.437097935,482276.506,10.03018386,48082519,410
Kuwait,KWT,2004,0.380989388,63534.442,28.77545168,2207939,414
Kyrgyz Republic,KGZ,2004,0.555565871,5874.534,1.150808862,5104700,417
Lao PDR,LAO,2004,0.096528924,1393.46,0.245994204,5664605,418
Latvia,LVA,2004,0.267740005,7403.673,3.271442282,2263122,428
Lebanon,LBN,2004,0.408978004,16798.527,4.348269742,3863267,422
Lesotho,LSO,2004,0.622943437,1983.847,1.02591833,1933728,426
Liberia,LBR,2004,0.385608065,616.056,0.193947011,3176414,430
Libya,LBY,2004,0.432881539,50358.911,8.827526456,5704759,434
Liechtenstein,LIE,2004,0,0,0,34596,438
Lithuania,LTU,2004,0.300864356,13245.204,3.922093528,3377075,440
Luxembourg,LUX,2004,0.383912858,11268.691,24.5990264,458095,442
"Macao SAR, China",MAC,2004,0.069392347,1716.156,3.640142284,471453,446
"Macedonia, FYR",MKD,2004,0.768169326,11191.684,5.440655464,2057047,807
Madagascar,MDG,2004,0.086038617,1807.831,0.101546442,17802997,450
Malawi,MWI,2004,0.10177524,931.418,0.073478637,12676038,454
Malaysia,MYS,2004,0.419656986,163826.892,6.507753343,25174109,458
Maldives,MDV,2004,0.227296117,667.394,2.149950229,310423,462
Mali,MLI,2004,0.048030902,876.413,0.070724633,12391906,466
Malta,MLT,2004,0.299656325,2574.234,6.415248662,401268,470
Marshall Islands,MHL,2004,0.623353635,88.008,1.690056458,52074,584
Mauritania,MRT,2004,0.207640942,1536.473,0.504949844,3042823,478
Mauritius,MUS,2004,0.237410474,3091.281,2.53175545,1221003,480
Mexico,MEX,2004,0.358445238,441308.782,4.124551403,106995583,484
"Micronesia, Fed. Sts.",FSM,2004,0.489444281,143.013,1.341874889,106577,583
Moldova,MDA,2004,0.47728335,4554.414,1.263730162,3603945,498
Monaco,MCO,2004,0,0,0,33314,492
Mongolia,MNG,2004,0.695928122,8551.444,3.424917656,2496832,496
Montenegro,MNE,2004,0,0,0,613353,499
Morocco,MAR,2004,0.312431347,43310.937,1.435121375,30179285,504
Mozambique,MOZ,2004,0.15590116,1921.508,0.094596362,20312705,508
Myanmar,MMR,2004,0.148431248,12434.797,0.258661081,48073707,104
Namibia,NAM,2004,0.158049539,1961.845,0.976417311,2009228,516
Nauru,NRU,2004,0,66.006,6.518467312,10126,520
Nepal,NPL,2004,0.074150727,2669.576,0.105477444,25309449,524
Netherlands,NLD,2004,0.320428549,184835.135,11.352269,16281779,528
New Caledonia,NCL,2004,0,2530.23,11.06111475,228750,540
New Zealand,NZL,2004,0.336991966,34554.141,8.453612477,4087500,554
Nicaragua,NIC,2004,0.263688372,4426.069,0.833581276,5309703,558
Niger,NER,2004,0.094881393,814.074,0.062015179,13127012,562
Nigeria,NGA,2004,0.216962133,104304.148,0.77037715,135393616,566
Northern Mariana Islands,MNP,2004,0,0,0,65663,580
Norway,NOR,2004,0.218520268,42647.21,9.287466436,4591910,578
Oman,OMN,2004,0.319374044,27986.544,11.44760509,2444751,512
Pakistan,PAK,2004,0.265910317,131601.296,0.872801659,150780300,586
Palau,PLW,2004,1.101477153,253.023,12.77635831,19804,585
Panama,PAN,2004,0.181426905,5804.861,1.775436063,3269541,591
Papua New Guinea,PNG,2004,0.325064351,4488.408,0.728458268,6161517,598
Paraguay,PRY,2004,0.136490416,4088.705,0.716846315,5703740,600
Peru,PER,2004,0.18739535,31895.566,1.169484073,27273194,604
Philippines,PHL,2004,0.218195061,74066.066,0.87467388,84678493,608
Poland,POL,2004,0.597391557,304416.005,7.97271581,38182222,616
Portugal,PRT,2004,0.280363466,63145.74,6.02313785,10483861,620
Puerto Rico,PRI,2004,0,0,0,3826878,630
Qatar,QAT,2004,0.563504728,42944.237,56.59083356,758855,634
Romania,ROU,2004,0.494540221,96904.142,4.517307494,21451748,642
Russian Federation,RUS,2004,1.086908754,1602115.967,11.12062698,144067054,643
Rwanda,RWA,2004,0.071332825,528.048,0.059879992,8818438,646
Samoa,WSM,2004,0.189106218,150.347,0.840956254,178781,882
San Marino,SMR,2004,0,0,0,28866,674
Sao Tome and Principe,STP,2004,0.262644707,73.34,0.482598425,151969,678
Saudi Arabia,SAU,2004,0.445002982,395834.315,17.04060396,23228890,682
Senegal,SEN,2004,0.270183067,5232.809,0.477622832,10955944,686
Serbia,SRB,2004,0,0,0,7463157,688
Seychelles,SYC,2004,0.631066192,737.067,8.936853592,82475,690
Sierra Leone,SLE,2004,0.129432298,641.725,0.117970769,5439695,694
Singapore,SGP,2004,0.134210204,28474.255,6.833825574,4166664,702
Sint Maarten (Dutch part),SXM,2004,0,0,0,32488,534
Slovak Republic,SVK,2004,0.474725722,38749.189,7.212801455,5372280,703
Slovenia,SVN,2004,0.346053192,15746.098,7.884828934,1997012,705
Solomon Islands,SLB,2004,0.249707849,161.348,0.352039169,458324,90
Somalia,SOM,2004,0,594.054,0.058722876,10116228,706
South Africa,ZAF,2004,1.043634727,450186.589,9.330795766,48247395,710
South Sudan,SSD,2004,0,0,0,7787655,728
Spain,ESP,2004,0.301955521,339428.521,7.908050681,42921895,724
Sri Lanka,LKA,2004,0.119794664,12299.118,0.634873861,19372538,144
St. Kitts and Nevis,KNA,2004,0.249319595,212.686,4.433636989,47971,659
St. Lucia,LCA,2004,0.221513875,355.699,2.192276165,162251,662
St. Martin (French part),MAF,2004,0,0,0,27514,663
St. Vincent and the Grenadines,VCT,2004,0.257963377,220.02,2.026732007,108559,670
Sudan,SDN,2004,0.134930777,11463.042,0.29422066,30186341,729
Suriname,SUR,2004,0.311902165,1562.142,3.164601017,493630,740
Sweden,SWE,2004,0.180746508,54520.956,6.062241404,8993531,752
Switzerland,CHE,2004,0.139408083,40366.336,5.46256894,7389625,756
Syrian Arab Republic,SYR,2004,0,51103.312,2.869902336,17806638,760
Tajikistan,TJK,2004,0.271007728,2563.233,0.381840267,6712841,762
Tanzania,TZA,2004,0.078537101,4363.73,0.114084492,38249984,834
Thailand,THA,2004,0.389520025,243188.106,3.741227066,65002231,764
Timor-Leste,TLS,2004,0.042917181,176.016,0.17659913,996698,626
Togo,TGO,2004,0.244270744,1397.127,0.252435136,5534598,768
Tonga,TON,2004,0.259174918,110.01,1.095651654,100406,776
Trinidad and Tobago,TTO,2004,1.200859858,33432.039,25.90556552,1290535,780
Tunisia,TUN,2004,0.300805819,22299.027,2.225984744,10017601,788
Turkey,TUR,2004,0.309643462,225421.491,3.364105462,67007855,792
Turkmenistan,TKM,2004,1.974810761,46541.564,9.89530633,4703398,795
Turks and Caicos Islands,TCA,2004,0,102.676,4.102445261,25028,796
Tuvalu,TUV,2004,0.425425997,11.001,1.111885992,9894,798
Uganda,UGA,2004,0.061389348,1738.158,0.063048843,27568436,800
Ukraine,UKR,2004,1.197707145,343396.215,7.236767886,47451600,804
United Arab Emirates,ARE,2004,0.327420641,113240.627,27.70120802,4087931,784
United Kingdom,GBR,2004,0.283274624,539239.684,8.989140127,59987905,826
United States,USA,2004,0.46892945,5756075.232,19.65837118,292805298,840
Uruguay,URY,2004,0.161963778,5610.51,1.687830315,3324096,858
Uzbekistan,UZB,2004,1.949387911,126214.473,4.879862552,25864350,860
Vanuatu,VUT,2004,0.13108865,58.672,0.287406377,204143,548
"Venezuela, RB",VEN,2004,0.484656595,151733.126,5.763354322,26327225,862
Vietnam,VNM,2004,0.393169349,90549.231,1.084062591,83527678,704
Virgin Islands (U.S.),VIR,2004,0,0,0,108467,850
West Bank and Gaza,PSE,2004,0.160516331,1866.503,0.576681705,3236626,275
