Country,Code,Year,CO2PerGDP,CO2Total,CO2PerCapita,Population,id
South Sudan,SSD,1998,0,0,0,6099923,728
Spain,ESP,1998,0.341973499,261541.441,6.5022035,40223509,724
Sri Lanka,LKA,1998,0.108891961,7825.378,0.421383016,18570701,144
St. Kitts and Nevis,KNA,1998,0.246267272,150.347,3.392535596,44317,659
St. Lucia,LCA,1998,0.241810045,308.028,2.010849768,153183,662
St. Martin (French part),MAF,1998,0,0,0,30358,663
St. Vincent and the Grenadines,VCT,1998,0.270710308,161.348,1.495042716,107922,670
Sudan,SDN,1998,0.086915654,4697.427,0.142910349,26003542,729
Suriname,SUR,1998,0.595275243,2108.525,4.568257648,461560,740
Sweden,SWE,1998,0.234876724,52977.149,5.985459792,8850974,752
Switzerland,CHE,1998,0.17833216,41704.791,5.865651918,7110001,756
Syrian Arab Republic,SYR,1998,0,50274.57,3.222272358,15602210,760
Tajikistan,TJK,1998,0.500961102,2497.227,0.414705271,6021691,762
Tanzania,TZA,1998,0.074873611,2555.899,0.078760064,32451713,834
Thailand,THA,1998,0.406525387,164347.606,2.668098299,61597283,764
Timor-Leste,TLS,1998,0,0,0,865194,626
Togo,TGO,1998,0.244731728,1166.106,0.249219976,4679023,768
Tonga,TON,1998,0.274309992,88.008,0.906037988,97135,776
Trinidad and Tobago,TTO,1998,1.245193114,19123.405,15.14674759,1262542,780
Tunisia,TUN,1998,0.356501971,18001.303,1.894994681,9499395,788
Turkey,TUR,1998,0.359910699,200614.236,3.271083925,61329590,792
Turkmenistan,TKM,1998,2.14497205,32093.584,7.271723405,4413477,795
Turks and Caicos Islands,TCA,1998,0,58.672,3.428104002,17115,796
Tuvalu,TUV,1998,0.326697428,7.334,0.788093703,9306,798
Uganda,UGA,1998,0.073195523,1265.115,0.05609821,22551789,800
Ukraine,UKR,1998,1.928786389,328636.54,6.553863668,50143939,804
United Arab Emirates,ARE,1998,0.376112465,81495.408,28.7143215,2838145,784
United Kingdom,GBR,1998,0.387807762,531905.684,9.094403914,58487141,826
United States,USA,1998,0.594224974,5401010.623,19.5792362,275854000,840
Uruguay,URY,1998,0.167576122,5687.517,1.72760589,3292138,858
Uzbekistan,UZB,1998,2.738133215,119144.497,4.953827159,24051000,860
Vanuatu,VUT,1998,0.215006477,80.674,0.453026202,178078,548
"Venezuela, RB",VEN,1998,0.605577858,167339.878,7.099862305,23569454,862
Vietnam,VNM,1998,0.338571413,47513.319,0.605628611,78452897,704
Virgin Islands (U.S.),VIR,1998,0,0,0,108537,850
West Bank and Gaza,PSE,1998,0.068152243,601.388,0.216594011,2776568,275
"Yemen, Rep.",YEM,1998,0.253041337,12200.109,0.722061871,16896210,887
Zambia,ZMB,1998,0.148822264,2313.877,0.232545217,9950224,894
Zimbabwe,ZWE,1998,0.568598065,14253.629,1.198461534,11893272,716
Afghanistan,AFG,1999,0,821.408,0.042332597,19403676,4
Albania,ALB,1999,0.260159005,2984.938,0.960164412,3108778,8
Algeria,DZA,1999,0.387247117,92045.367,2.991826199,30765613,12
American Samoa,ASM,1999,0,0,0,56770,16
Andorra,AND,1999,0,513.38,7.975454404,64370,20
Angola,AGO,1999,0.257755497,9156.499,0.574083595,15949766,24
Antigua and Barbuda,ATG,1999,0.287479016,330.03,4.033068153,81831,28
Argentina,ARG,1999,0.340780666,146984.361,4.010698763,36648068,32
Armenia,ARM,1999,0.458788222,3014.274,0.975803629,3089017,51
Aruba,ABW,1999,0,1807.831,20.31156677,89005,533
Australia,AUS,1999,0.680790041,325343.574,17.19029769,18926000,36
Austria,AUT,1999,0.280409881,61869.624,7.741130615,7992324,40
Azerbaijan,AZE,1999,1.141494967,28576.931,3.579835395,7982750,31
"Bahamas, The",BHS,1999,0.229159035,1675.819,5.708374777,293572,44
Bahrain,BHR,1999,0.819692548,18019.638,28.30850608,636545,48
Bangladesh,BGD,1999,0.15869823,25236.294,0.19558517,129029691,50
Barbados,BRB,1999,0.382697639,1210.11,4.499854977,268922,52
Belarus,BLR,1999,1.014952699,56112.434,5.596280066,10026738,112
Belgium,BEL,1999,0.435727039,114260.053,11.17302675,10226419,56
Belize,BLZ,1999,0.295163061,348.365,1.457435593,239026,84
Benin,BEN,1999,0.186490559,1562.142,0.234411619,6664098,204
Bermuda,BMU,1999,0.229005671,513.38,8.37692747,61285,60
Bhutan,BTN,1999,0.261813172,385.035,0.690592474,557543,64
Bolivia,BOL,1999,0.375412357,10443.616,1.276302527,8182712,68
Bosnia and Herzegovina,BIH,1999,0.656439287,10377.61,2.760650238,3759118,70
Botswana,BWA,1999,0.231184521,3160.954,1.859535656,1699862,72
Brazil,BRA,1999,0.215794795,320173.104,1.853290732,172759243,76
British Virgin Islands,VGB,1999,0,102.676,5.085991678,20188,92
Brunei Darussalam,BRN,1999,0.189730519,3909.022,11.98024451,326289,96
Bulgaria,BGR,1999,0.931365122,43981.998,5.356718076,8210624,100
Burkina Faso,BFA,1999,0.098029637,931.418,0.08255275,11282701,854
Burundi,BDI,1999,0.067060996,253.023,0.040297088,6278940,108
Cabo Verde,CPV,1999,0.162035868,183.35,0.430111311,426285,132
Cambodia,KHM,1999,0.160916936,1895.839,0.15953358,11883636,116
Cameroon,CMR,1999,0.10348899,3080.28,0.206842771,14891891,120
Canada,CAN,1999,0.611008336,515389.516,16.89846016,30499200,124
Cayman Islands,CYM,1999,0,429.039,10.777708,39808,136
Central African Republic,CAF,1999,0.108811813,264.024,0.071813797,3676508,140
Chad,TCD,1999,0.024905757,161.348,0.020063553,8041846,148
Chile,CHL,1999,0.453494783,61502.924,4.079267746,15076952,152
China,CHN,1999,0.994056719,3318055.614,2.648649247,1252735000,156
Colombia,COL,1999,0.226827319,56512.137,1.419215476,39819279,170
Comoros,COM,1999,0.163254413,91.675,0.173348486,528848,174
"Congo, Dem. Rep.",COD,1999,0.061541172,1382.459,0.030119807,45898667,180
"Congo, Rep.",COG,1999,0.078896243,821.408,0.261899843,3136344,178
Costa Rica,CRI,1999,0.190629834,5522.502,1.434892041,3848723,188
Cote d'Ivoire,CIV,1999,0.161005788,6266.903,0.384467081,16300233,384
Croatia,HRV,1999,0.450325537,19992.484,4.390093105,4554000,191
Cuba,CUB,1999,0,25331.636,2.280074427,11110004,192
Curacao,CUW,1999,0,0,0,139428,531
Cyprus,CYP,1999,0.46710731,6376.913,6.886143297,926050,196
Czech Republic,CZE,1999,0.710545252,111975.512,10.88847106,10283860,203
Denmark,DNK,1999,0.388787049,55148.013,10.36266364,5321799,208
Djibouti,DJI,1999,0,315.362,0.450453436,700099,262
Dominica,DMA,1999,0.183429183,80.674,1.154084946,69903,212
Dominican Republic,DOM,1999,0.3570117,18562.354,2.202171949,8429112,214
Ecuador,ECU,1999,0.300549013,21495.954,1.733727698,12398691,218
"Egypt, Arab Rep.",EGY,1999,0.330082159,125393.065,1.827177043,68626664,818
El Salvador,SLV,1999,0.224045668,5698.518,0.978254947,5825187,222
Equatorial Guinea,GNQ,1999,0.10714121,465.709,0.789420244,589938,226
Eritrea,ERI,1999,0.135952768,619.723,0.187666155,3302263,232
Estonia,EST,1999,1.30304017,15159.378,10.90411323,1390244,233
Eswatini,SWZ,1999,0.262568261,1239.446,1.185359243,1045629,748
Ethiopia,ETH,1999,0.105050419,3157.287,0.048844127,64640054,231
Faroe Islands,FRO,1999,0,630.724,13.43767177,46937,234
Fiji,FJI,1999,0.183850029,784.738,0.973023978,806494,242
Finland,FIN,1999,0.433189448,55423.038,10.7295164,5165474,246
France,FRA,1999,0.250875579,368918.535,6.098157837,60496718,250
French Polynesia,PYF,1999,0,495.045,2.12509444,232952,258
Gabon,GAB,1999,0.278010555,4807.437,4.003618502,1200773,266
"Gambia, The",GMB,1999,0.16475349,231.021,0.19325509,1195420,270
Georgia,GEO,1999,0.39596425,4345.395,0.975944975,4452500,268
Germany,DEU,1999,0.38003425,822460.429,10.01775877,82100243,276
Ghana,GHA,1999,0.204829822,6549.262,0.354443096,18477612,288
Gibraltar,GIB,1999,0,319.029,10.29424672,30991,292
Greece,GRC,1999,0.435990773,86636.542,8.050452819,10761698,300
Greenland,GRL,1999,0,539.049,9.608716578,56100,304
Grenada,GRD,1999,0.268191605,194.351,1.915882968,101442,308
Guam,GUM,1999,0,0,0,153953,316
Guatemala,GTM,1999,0.168777675,8929.145,0.784138563,11387203,320
Guinea,GIN,1999,0.167047828,1580.477,0.182634526,8653769,324
Guinea-Bissau,GNB,1999,0.155985767,194.351,0.159200488,1220794,624
Guyana,GUY,1999,0.627433992,1679.486,2.223665988,755278,328
Haiti,HTI,1999,0.116508808,1331.121,0.15838386,8404398,332
Honduras,HND,1999,0.297921258,4741.431,0.745833911,6357221,340
"Hong Kong SAR, China",HKG,1999,0.261744971,42716.883,6.465887081,6606500,344
Hungary,HUN,1999,0.527190198,58800.345,5.743606612,10237530,348
Iceland,ISL,1999,0.254090042,2068.188,7.456127132,277381,352
India,IND,1999,0.507808925,995766.516,0.962521771,1034539214,356
Indonesia,IDN,1999,0.266747342,241988.997,1.159992484,208612556,360
"Iran, Islamic Rep.",IRN,1999,0.601200115,382339.755,5.876485145,65062660,364
Iraq,IRQ,1999,0.329610135,72283.904,3.159516178,22878156,368
Ireland,IRL,1999,0.396144212,40153.65,10.69399161,3754786,372
Isle of Man,IMN,1999,0,0,0,71952,833
Israel,ISR,1999,0.402342498,55694.396,9.092962612,6125000,376
Italy,ITA,1999,0.304162197,441998.178,7.765755082,56916317,380
Jamaica,JAM,1999,0.616353017,9977.907,3.786851555,2634882,388
Japan,JPN,1999,0.373092954,1196516.431,9.448842945,126631000,392
Jordan,JOR,1999,0.530780195,14568.991,2.905141459,5014899,400
Kazakhstan,KAZ,1999,1.11430752,116493.256,7.803452018,14928426,398
Kenya,KEN,1999,0.196910356,10172.258,0.332422419,30600397,404
Kiribati,KIR,1999,0.237401212,29.336,0.353590627,82966,296
"Korea, Dem. People’s Rep.",PRK,1999,0,64531.866,2.838813504,22731985,408
"Korea, Rep.",KOR,1999,0.523260562,399864.348,8.577710247,46616677,410
Kuwait,KWT,1999,0.508962194,54022.244,27.60369042,1957066,414
Kyrgyz Republic,KGZ,1999,0.625408922,4671.758,0.965159491,4840400,417
Lao PDR,LAO,1999,0.095634114,927.751,0.177008344,5241284,418
Latvia,LVA,1999,0.383019178,6780.283,2.836366473,2390482,428
Lebanon,LBN,1999,0.531858986,16490.499,5.224057116,3156646,422
Lesotho,LSO,1999,0.735372783,1826.166,0.986835642,1850527,426
Liberia,LBR,1999,0.269160628,392.369,0.143487445,2734518,430
Libya,LBY,1999,0.508431149,44620.056,8.460120781,5274163,434
Liechtenstein,LIE,1999,0,0,0,32842,438
Lithuania,LTU,1999,0.496730413,13692.578,3.885259168,3524238,440
Luxembourg,LUX,1999,0.352666414,7686.032,17.85476973,430475,442
"Macao SAR, China",MAC,1999,0.114626595,1518.138,3.626668641,418604,446
"Macedonia, FYR",MKD,1999,1.067911876,11723.399,5.79106587,2024394,807
Madagascar,MDG,1999,0.113865095,1917.841,0.12549245,15282521,450
Malawi,MWI,1999,0.125384764,942.419,0.085330371,11044356,454
Malaysia,MYS,1999,0.400913898,107934.478,4.763996976,22656286,458
Maldives,MDV,1999,0.206314926,421.705,1.536355489,274484,462
Mali,MLI,1999,0.063954736,795.739,0.074621124,10663723,466
Malta,MLT,1999,0.356983276,2346.88,6.055245654,387578,470
Marshall Islands,MHL,1999,0.597502827,66.006,1.267420649,52079,584
Mauritania,MRT,1999,0.197834625,1147.771,0.436613546,2628803,478
Mauritius,MUS,1999,0.259759388,2427.554,2.065534045,1175267,480
Mexico,MEX,1999,0.384440316,391591.596,3.904180812,100300579,484
"Micronesia, Fed. Sts.",FSM,1999,0.442943142,110.01,1.020349484,107816,583
Moldova,MDA,1999,0.702322881,4503.076,1.234733964,3647001,498
Monaco,MCO,1999,0,0,0,31800,492
Mongolia,MNG,1999,0.883405939,7554.02,3.179084591,2376162,496
Montenegro,MNE,1999,0,0,0,606001,499
Morocco,MAR,1999,0.333401996,33153.347,1.162671642,28514798,504
Mozambique,MOZ,1999,0.153619931,1188.108,0.067564222,17584869,508
Myanmar,MMR,1999,0.21860321,8969.482,0.196960766,45539435,104
Namibia,NAM,1999,0.191702645,1664.818,0.896006656,1858042,516
Nauru,NRU,1999,0,91.675,9.130976096,10040,520
Nepal,NPL,1999,0.120696092,3219.626,0.138145835,23305994,524
Netherlands,NLD,1999,0.37943221,173665.453,10.98308161,15812088,528
New Caledonia,NCL,1999,0,2057.187,9.832931831,209214,540
New Zealand,NZL,1999,0.413562383,32639.967,8.510851608,3835100,554
Nicaragua,NIC,1999,0.280408597,3626.663,0.732709519,4949660,558
Niger,NER,1999,0.141797661,953.42,0.087087586,10947829,562
Nigeria,NGA,1999,0.157101913,40285.662,0.337607058,119327073,566
Northern Mariana Islands,MNP,1999,0,0,0,67755,580
Norway,NOR,1999,0.298394539,40681.698,9.117546218,4461913,578
Oman,OMN,1999,0.282435319,20707.549,9.183282496,2254918,512
Pakistan,PAK,1999,0.278949871,100384.125,0.741358828,135405584,586
Palau,PLW,1999,0,242.022,12.81964087,18879,585
Panama,PAN,1999,0.233370103,5669.182,1.908046488,2971197,591
Papua New Guinea,PNG,1999,0.201192372,2445.889,0.450400232,5430479,598
Paraguay,PRY,1999,0.175913934,4503.076,0.866486548,5196937,600
Peru,PER,1999,0.228720894,29358.002,1.148533257,25561299,604
Philippines,PHL,1999,0.282825518,69159.62,0.905991804,76335812,608
Poland,POL,1999,0.81483101,315721.366,8.166558532,38660271,616
Portugal,PRT,1999,0.355754805,64425.523,6.305207232,10217828,620
Puerto Rico,PRI,1999,0,0,0,3800081,630
Qatar,QAT,1999,0,31407.855,55.15501004,569447,634
Romania,ROU,1999,0.709036255,89742.491,3.993517767,22472040,642
Russian Federation,RUS,1999,1.75856517,1531130.181,10.40068271,147214392,643
Rwanda,RWA,1999,0.112002065,509.713,0.067127217,7593239,646
Samoa,WSM,1999,0.247816414,135.679,0.78086386,173755,882
San Marino,SMR,1999,0,0,0,27096,674
Sao Tome and Principe,STP,1999,0,47.671,0.350816125,135886,678
Saudi Arabia,SAU,1999,0.345106776,226459.252,11.15870314,20294406,682
Senegal,SEN,1999,0.260878048,3700.003,0.383580706,9645957,686
Serbia,SRB,1999,0,0,0,7540401,688
Seychelles,SYC,1999,0.445962897,509.713,6.338925507,80410,690
Sierra Leone,SLE,1999,0.121133064,366.7,0.082630978,4437803,694
Singapore,SGP,1999,0.337807311,50069.218,12.64782052,3958723,702
Sint Maarten (Dutch part),SXM,1999,0,0,0,31084,534
Slovak Republic,SVK,1999,0.679593579,39240.567,7.272131497,5396020,703
Slovenia,SVN,1999,0.450181905,15236.385,7.683327912,1983045,705
Solomon Islands,SLB,1999,0.221876923,150.347,0.374427825,401538,90
Somalia,SOM,1999,0,491.378,0.056349195,8720231,706
South Africa,ZAF,1999,1.156109656,375236.776,8.327718097,45058775,710
South Sudan,SSD,1999,0,0,0,6405864,728
Spain,ESP,1999,0.351193449,282355.333,6.991264687,40386875,724
Sri Lanka,LKA,1999,0.113236632,8617.45,0.461588862,18669103,144
St. Kitts and Nevis,KNA,1999,0.251772053,161.348,3.599589506,44824,659
St. Lucia,LCA,1999,0.240140371,319.029,2.055970149,155172,662
St. Martin (French part),MAF,1999,0,0,0,29305,663
St. Vincent and the Grenadines,VCT,1999,0.265492499,165.015,1.52961624,107880,670
Sudan,SDN,1999,0.09002838,5093.463,0.150670884,26607042,729
Suriname,SUR,1999,0.596597919,2126.86,4.554274812,467003,740
Sweden,SWE,1999,0.212523442,51106.979,5.769666514,8857874,752
Switzerland,CHE,1999,0.168452721,40692.699,5.696073665,7143991,756
Syrian Arab Republic,SYR,1999,0,52372.094,3.269967106,16016092,760
Tajikistan,TJK,1999,0.479997651,2519.229,0.411982987,6114886,762
Tanzania,TZA,1999,0.069835739,2537.564,0.076222488,33291540,834
Thailand,THA,1999,0.410331984,176126.01,2.826760983,62306651,764
Timor-Leste,TLS,1999,0,0,0,863269,626
Togo,TGO,1999,0.309909491,1536.473,0.318393544,4825704,768
Tonga,TON,1999,0.32509988,110.01,1.127255587,97591,776
Trinidad and Tobago,TTO,1999,1.338433973,22544.716,17.82508035,1264775,780
Tunisia,TUN,1999,0.337152687,18331.333,1.908769832,9603742,788
Turkey,TUR,1999,0.360741791,196771.22,3.159089218,62287326,792
Turkmenistan,TKM,1999,2.128994172,37678.425,8.436478143,4466132,795
Turks and Caicos Islands,TCA,1999,0,66.006,3.694917152,17864,796
Tuvalu,TUV,1999,0.326885061,7.334,0.784804708,9345,798
Uganda,UGA,1999,0.069232823,1312.786,0.056408125,23272995,800
Ukraine,UKR,1999,1.926184679,332549.229,6.694721194,49673350,804
United Arab Emirates,ARE,1999,0.346210714,78374.791,26.22842771,2988162,784
United Kingdom,GBR,1999,0.374314094,530937.596,9.047636069,58682466,826
United States,USA,1999,0.569804743,5504669.379,19.72716951,279040000,840
Uruguay,URY,1999,0.199025411,6725.278,2.032224767,3309318,858
Uzbekistan,UZB,1999,2.670114203,123035.184,5.060750052,24311650,860
Vanuatu,VUT,1999,0.220652777,84.341,0.465085886,181345,548
"Venezuela, RB",VEN,1999,0.656242821,173122.737,7.204834895,24028689,862
Vietnam,VNM,1999,0.319478768,47693.002,0.600732795,79391374,704
Virgin Islands (U.S.),VIR,1999,0,0,0,108599,850
West Bank and Gaza,PSE,1999,0.061417198,649.059,0.227865446,2848431,275
"Yemen, Rep.",YEM,1999,0.273509587,13894.263,0.799527256,17378098,887
Zambia,ZMB,1999,0.109433348,1807.831,0.176550927,10239714,894
Zimbabwe,ZWE,1999,0.627254905,15834.106,1.312450366,12064537,716
Afghanistan,AFG,2000,0,773.737,0.03850634,20093756,4
Albania,ALB,2000,0.242782467,3021.608,0.978174681,3089027,8
Algeria,DZA,2000,0.348122912,87861.32,2.817543547,31183660,12
American Samoa,ASM,2000,0,0,0,57521,16
Andorra,AND,2000,0,524.381,8.019284294,65390,20
Angola,AGO,2000,0.254834079,9541.534,0.580352661,16440924,24
Antigua and Barbuda,ATG,2000,0.275162338,344.698,4.123971095,83584,28
Argentina,ARG,2000,0.324771697,142136.587,3.835573665,37057452,32
Armenia,ARM,2000,0.486972679,3465.315,1.128918604,3069588,51
Aruba,ABW,2000,0,2379.883,26.19487524,90853,533
Australia,AUS,2000,0.653594403,329443.28,17.20060983,19153000,36
Austria,AUT,2000,0.264652004,62283.995,7.774259739,8011566,40
Azerbaijan,AZE,2000,1.03733152,29508.349,3.666271029,8048600,31
"Bahamas, The",BHS,2000,0.214192554,1668.485,5.60101044,297890,44
Bahrain,BHR,2000,0.787446998,18643.028,28.05091075,664614,48
Bangladesh,BGD,2000,0.162741606,27869.2,0.211802225,131581243,50
Barbados,BRB,2000,0.359119944,1188.108,4.402894974,269847,52
Belarus,BLR,2000,0.899106483,53787.556,5.389745291,9979610,112
Belgium,BEL,2000,0.401288924,115118.131,11.2296677,10251250,56
Belize,BLZ,2000,0.290243878,396.036,1.601342418,247315,84
Benin,BEN,2000,0.176291019,1598.812,0.232860969,6865951,204
Bermuda,BMU,2000,0.206289582,517.047,8.36199117,61833,60
Bhutan,BTN,2000,0.246230816,396.036,0.690660881,573416,64
Bolivia,BOL,2000,0.379454034,11067.006,1.327056787,8339512,68
Bosnia and Herzegovina,BIH,2000,0.808298584,13787.92,3.66047151,3766706,70
Botswana,BWA,2000,0.265088371,3780.677,2.187461379,1728340,72
Brazil,BRA,2000,0.207603192,327983.814,1.871118313,175287587,76
British Virgin Islands,VGB,2000,0,102.676,4.973407605,20645,92
Brunei Darussalam,BRN,2000,0.217425045,4712.095,14.14020184,333241,96
Bulgaria,BGR,2000,0.835526648,43530.957,5.328034342,8170172,100
Burkina Faso,BFA,2000,0.105253416,1041.428,0.089716851,11607942,854
Burundi,BDI,2000,0.070928092,271.358,0.042395011,6400706,108
Cabo Verde,CPV,2000,0.163580955,216.353,0.497272909,435079,132
Cambodia,KHM,2000,0.148160899,1976.513,0.162644456,12152354,116
Cameroon,CMR,2000,0.108881667,3432.312,0.224712545,15274234,120
Canada,CAN,2000,0.595062649,534380.909,17.36711469,30769700,124
Cayman Islands,CYM,2000,0,465.709,11.17156428,41687,136
Central African Republic,CAF,2000,0.110622388,267.691,0.07128948,3754986,140
Chad,TCD,2000,0.02680118,176.016,0.021098562,8342559,148
Chile,CHL,2000,0.402581263,58815.013,3.853499375,15262754,152
China,CHN,2000,0.919390724,3405179.867,2.696862433,1262645000,156
Colombia,COL,2000,0.217698937,57923.932,1.433620241,40403958,170
Comoros,COM,2000,0.161280961,102.676,0.189314418,542357,174
"Congo, Dem. Rep.",COD,2000,0.038063348,814.074,0.017292618,47076387,180
"Congo, Rep.",COG,2000,0.09155611,1048.762,0.325124228,3225727,178
Costa Rica,CRI,2000,0.178127369,5474.831,1.394703986,3925443,188
Cote d'Ivoire,CIV,2000,0.174199082,6791.284,0.406991231,16686561,384
Croatia,HRV,2000,0.406349708,19339.758,4.369579304,4426000,191
Cuba,CUB,2000,0,26083.371,2.339161379,11150736,192
Curacao,CUW,2000,0,0,0,133860,531
Cyprus,CYP,2000,0.459997985,6930.63,7.347326262,943286,196
Czech Republic,CZE,2000,0.74602913,123849.258,12.07688904,10255063,203
Denmark,DNK,2000,0.335450122,51330.666,9.613175554,5339616,208
Djibouti,DJI,2000,0,341.031,0.475248891,717584,262
Dominica,DMA,2000,0.227407709,102.676,1.473620759,69676,212
Dominican Republic,DOM,2000,0.355592824,19790.799,2.311301258,8562622,214
Ecuador,ECU,2000,0.280175598,20718.55,1.640605971,12628596,218
"Egypt, Arab Rep.",EGY,2000,0.345215853,141326.18,2.021660576,69905988,818
El Salvador,SLV,2000,0.218294365,5742.522,0.978678941,5867626,222
Equatorial Guinea,GNQ,2000,0.086523626,454.708,0.740177399,614323,226
Eritrea,ERI,2000,0.134803815,608.722,0.179415769,3392801,232
Estonia,EST,2000,1.129142896,14858.684,10.63625164,1396985,233
